"date","value"
1990-01-01,2933.2
1990-02-01,2927.8
1990-03-01,2919.9
1990-04-01,2917.4
1990-05-01,2912.2
1990-06-01,2916.3
1990-07-01,2915.6
1990-08-01,2915.6
1990-09-01,2907.9
1990-10-01,2902
1990-11-01,2896.7
1990-12-01,2896.5
1991-01-01,2881.8
1991-02-01,2873.4
1991-03-01,2865.2
1991-04-01,2857
1991-05-01,2849.5
1991-06-01,2845
1991-07-01,2840
1991-08-01,2837.4
1991-09-01,2832
1991-10-01,2827.1
1991-11-01,2821.7
1991-12-01,2816.9
1992-01-01,2808.1
1992-02-01,2803.8
1992-03-01,2800.7
1992-04-01,2793.7
1992-05-01,2787.2
1992-06-01,2778.7
1992-07-01,2769.8
1992-08-01,2761.6
1992-09-01,2756.1
1992-10-01,2754.5
1992-11-01,2752.2
1992-12-01,2747.3
1993-01-01,2747.5
1993-02-01,2745
1993-03-01,2742.2
1993-04-01,2747.6
1993-05-01,2751.2
1993-06-01,2756.5
1993-07-01,2767.2
1993-08-01,2765.9
1993-09-01,2777
1993-10-01,2782.6
1993-11-01,2789
1993-12-01,2799.3
1994-01-01,2807.4
1994-02-01,2814.5
1994-03-01,2824.4
1994-04-01,2836.3
1994-05-01,2847.5
1994-06-01,2858
1994-07-01,2868.9
1994-08-01,2882.4
1994-09-01,2894.1
1994-10-01,2905.6
1994-11-01,2918.5
1994-12-01,2931.3
1995-01-01,2947.4
1995-02-01,2963.2
1995-03-01,2975.8
1995-04-01,2980.1
1995-05-01,2985.3
1995-06-01,2996.4
1995-07-01,2997.1
1995-08-01,2999.7
1995-09-01,3006.3
1995-10-01,3011.7
1995-11-01,3016.9
1995-12-01,3022.6
1996-01-01,3025.7
1996-02-01,3029.7
1996-03-01,3035.9
1996-04-01,3042.4
1996-05-01,3050.2
1996-06-01,3060.7
1996-07-01,3064.3
1996-08-01,3072.2
1996-09-01,3079.6
1996-10-01,3088.6
1996-11-01,3097.1
1996-12-01,3103.1
1997-01-01,3107.6
1997-02-01,3118.4
1997-03-01,3129.3
1997-04-01,3137.7
1997-05-01,3146.4
1997-06-01,3154.5
1997-07-01,3166.1
1997-08-01,3175.8
1997-09-01,3177.3
1997-10-01,3187.2
1997-11-01,3195.1
1997-12-01,3202.3
1998-01-01,3211.7
1998-02-01,3221.6
1998-03-01,3228.9
1998-04-01,3236
1998-05-01,3245.8
1998-06-01,3255.6
1998-07-01,3258.2
1998-08-01,3264.1
1998-09-01,3269.4
1998-10-01,3270.1
1998-11-01,3271.9
1998-12-01,3277.5
1999-01-01,3270.9
1999-02-01,3286.3
1999-03-01,3286.3
1999-04-01,3290.4
1999-05-01,3294.2
1999-06-01,3298.6
1999-07-01,3306.6
1999-08-01,3319.1
1999-09-01,3328.6
1999-10-01,3337.5
1999-11-01,3348
1999-12-01,3353.1
2000-01-01,3356.8
2000-02-01,3356.4
2000-03-01,3362.3
2000-04-01,3363.3
2000-05-01,3357.4
2000-06-01,3352.9
2000-07-01,3348.6
2000-08-01,3338.7
2000-09-01,3329.1
2000-10-01,3322
2000-11-01,3318.8
2000-12-01,3303.6
2001-01-01,3291.2
2001-02-01,3285
2001-03-01,3270.5
2001-04-01,3255.5
2001-05-01,3241.5
2001-06-01,3225.7
2001-07-01,3211.5
2001-08-01,3202
2001-09-01,3191.3
2001-10-01,3178.6
2001-11-01,3160.4
2001-12-01,3148.4
2002-01-01,3138.6
2002-02-01,3125.4
2002-03-01,3115.4
2002-04-01,3108.4
2002-05-01,3107.7
2002-06-01,3106.2
2002-07-01,3102.8
2002-08-01,3092.2
2002-09-01,3096.1
2002-10-01,3093
2002-11-01,3085.2
2002-12-01,3079.7
2003-01-01,3065.1
2003-02-01,3069.2
2003-03-01,3062.2
2003-04-01,3056.9
2003-05-01,3051.5
2003-06-01,3044.3
2003-07-01,3036.2
2003-08-01,3030.4
2003-09-01,3025.2
2003-10-01,3026.2
2003-11-01,3031.8
2003-12-01,3032.8
2004-01-01,3038.9
2004-02-01,3040.4
2004-03-01,3046.4
2004-04-01,3052.8
2004-05-01,3053.5
2004-06-01,3060.4
2004-07-01,3066.7
2004-08-01,3071.8
2004-09-01,3075.8
2004-10-01,3079.3
2004-11-01,3076.6
2004-12-01,3084.9
2005-01-01,3085.2
2005-02-01,3090.8
2005-03-01,3096.1
2005-04-01,3100.5
2005-05-01,3109.1
2005-06-01,3115.3
2005-07-01,3121.4
2005-08-01,3126.9
2005-09-01,3131.1
2005-10-01,3139.2
2005-11-01,3146.6
2005-12-01,3158.9
2006-01-01,3172.2
2006-02-01,3180.1
2006-03-01,3189
2006-04-01,3195.4
2006-05-01,3197.8
2006-06-01,3199.6
2006-07-01,3203.7
2006-08-01,3210.5
2006-09-01,3218.4
2006-10-01,3218.1
2006-11-01,3217.4
2006-12-01,3227.3
2007-01-01,3231.5
2007-02-01,3245.3
2007-03-01,3244.1
2007-04-01,3255.1
2007-05-01,3262.5
2007-06-01,3266.5
2007-07-01,3269
2007-08-01,3264.8
2007-09-01,3261.7
2007-10-01,3262.9
2007-11-01,3263.2
2007-12-01,3259.3
2008-01-01,3253.3
2008-02-01,3244.2
2008-03-01,3241.2
2008-04-01,3227.1
2008-05-01,3216.2
2008-06-01,3206.1
2008-07-01,3192.8
2008-08-01,3176.9
2008-09-01,3171.5
2008-10-01,3141.8
2008-11-01,3117.8
2008-12-01,3094
2009-01-01,3074.8
2009-02-01,3037.9
2009-03-01,3006.5
2009-04-01,2976.3
2009-05-01,2954.9
2009-06-01,2938.2
2009-07-01,2919.1
2009-08-01,2908.2
2009-09-01,2896.8
2009-10-01,2882.4
2009-11-01,2870.1
2009-12-01,2859.9
2010-01-01,2850.1
2010-02-01,2846.2
2010-03-01,2842.7
2010-04-01,2842.8
2010-05-01,2843.4
2010-06-01,2840.7
2010-07-01,2845.5
2010-08-01,2845.3
2010-09-01,2850
2010-10-01,2854.7
2010-11-01,2858.3
2010-12-01,2861.3
2011-01-01,2865.6
2011-02-01,2875.6
2011-03-01,2883.9
2011-04-01,2890.8
2011-05-01,2899.6
2011-06-01,2906.2
2011-07-01,2908.9
2011-08-01,2915.6
2011-09-01,2917.4
2011-10-01,2927.6
2011-11-01,2929
2011-12-01,2943.6
2012-01-01,2952.4
2012-02-01,2958.2
2012-03-01,2963.5
2012-04-01,2968.4
2012-05-01,2975
2012-06-01,2980.6
2012-07-01,2988.7
2012-08-01,2987.8
2012-09-01,2988.2
2012-10-01,2988.6
2012-11-01,2987.7
2012-12-01,2998.7
2013-01-01,3005.1
2013-02-01,3006.6
2013-03-01,3009.1
2013-04-01,3008.9
2013-05-01,3008.5
2013-06-01,3010
2013-07-01,3013.2
2013-08-01,3015
2013-09-01,3020.6
2013-10-01,3016.4
2013-11-01,3022.3
2013-12-01,3021.4
2014-01-01,3028.6
2014-02-01,3035.9
2014-03-01,3042.6
2014-04-01,3049.2
2014-05-01,3055.3
2014-06-01,3061
2014-07-01,3061.7
2014-08-01,3061.3
2014-09-01,3060.9
2014-10-01,3066.7
2014-11-01,3069.6
2014-12-01,3075.4
2015-01-01,3076.1
2015-02-01,3080.4
2015-03-01,3080.6
2015-04-01,3079.3
2015-05-01,3081.8
2015-06-01,3080.2
2015-07-01,3079.3
2015-08-01,3081.4
2015-09-01,3075.6
2015-10-01,3077.1
2015-11-01,3078.8
2015-12-01,3078.5
2016-01-01,3080.5
2016-02-01,3076.4
2016-03-01,3077.3
2016-04-01,3081.4
2016-05-01,3079.3
2016-06-01,3079.1
2016-07-01,3080.3
2016-08-01,3082.8
2016-09-01,3086.2
2016-10-01,3087.6
2016-11-01,3088.5
2016-12-01,3087.5
2017-01-01,3090.6
2017-02-01,3093.6
2017-03-01,3098.4
2017-04-01,3102.6
2017-05-01,3104.1
2017-06-01,3108.1
2017-07-01,3111.5
2017-08-01,3111.2
2017-09-01,3114.5
2017-10-01,3116.8
2017-11-01,3121.1
2017-12-01,3123.8
2018-01-01,3126.4
2018-02-01,3130.1
2018-03-01,3136.6
2018-04-01,3132.9
2018-05-01,3136.3
2018-06-01,3140.9
2018-07-01,3146.7
2018-08-01,3158.5
2018-09-01,3159.9
2018-10-01,3165.2
2018-11-01,3170.1
2018-12-01,3177.6
2019-01-01,3182.7
2019-02-01,3188.4
2019-03-01,3192
2019-04-01,3195.4
2019-05-01,3197
2019-06-01,3194.1
2019-07-01,3202.5
2019-08-01,3209.4
2019-09-01,3212.5
2019-10-01,3219.7
2019-11-01,3214.6
2019-12-01,3215.4
2020-01-01,3216.7
2020-02-01,3217.3
2020-03-01,3216.7
2020-04-01,3010.1
2020-05-01,3004.7
2020-06-01,3026.2
2020-07-01,3030.4
2020-08-01,3033.4
2020-09-01,3041.1
2020-10-01,3047.7
2020-11-01,3059.4
2020-12-01,3068
2021-01-01,3079
2021-02-01,3086.6
2021-03-01,3095.4
2021-04-01,3105.9
2021-05-01,3118.1
2021-06-01,3130.4
2021-07-01,3143
2021-08-01,3154.6
2021-09-01,3167.7
2021-10-01,3185.4
2021-11-01,3197.1
2021-12-01,3212.5
2022-01-01,3225.8
2022-02-01,3238.8
2022-03-01,3259.3
2022-04-01,3271.8
2022-05-01,3285.5
2022-06-01,3289
2022-07-01,3299.5
2022-08-01,3306.4
2022-09-01,3310.1
2022-10-01,3321.8
2022-11-01,3324.2
2022-12-01,3330
2023-01-01,3335.2
2023-02-01,3339.2
2023-03-01,3341
2023-04-01,3340.7
