"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef","date"
"T40100","A1073C","1","Current receipts from the rest of the world","1947Q1","Current Dollars","Level","6","19,838","T40100",1947-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1947Q2","Current Dollars","Level","6","21,057","T40100",1947-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1947Q3","Current Dollars","Level","6","21,025","T40100",1947-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1947Q4","Current Dollars","Level","6","19,428","T40100",1947-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1948Q1","Current Dollars","Level","6","18,841","T40100",1948-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1948Q2","Current Dollars","Level","6","17,265","T40100",1948-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1948Q3","Current Dollars","Level","6","17,537","T40100",1948-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1948Q4","Current Dollars","Level","6","16,669","T40100",1948-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1949Q1","Current Dollars","Level","6","18,134","T40100",1949-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1949Q2","Current Dollars","Level","6","17,623","T40100",1949-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1949Q3","Current Dollars","Level","6","16,055","T40100",1949-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1949Q4","Current Dollars","Level","6","13,899","T40100",1949-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1950Q1","Current Dollars","Level","6","13,640","T40100",1950-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1950Q2","Current Dollars","Level","6","13,920","T40100",1950-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1950Q3","Current Dollars","Level","6","14,661","T40100",1950-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1950Q4","Current Dollars","Level","6","15,923","T40100",1950-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1951Q1","Current Dollars","Level","6","17,443","T40100",1951-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1951Q2","Current Dollars","Level","6","19,881","T40100",1951-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1951Q3","Current Dollars","Level","6","20,912","T40100",1951-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1951Q4","Current Dollars","Level","6","21,184","T40100",1951-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1952Q1","Current Dollars","Level","6","21,493","T40100",1952-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1952Q2","Current Dollars","Level","6","19,473","T40100",1952-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1952Q3","Current Dollars","Level","6","18,111","T40100",1952-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1952Q4","Current Dollars","Level","6","18,186","T40100",1952-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1953Q1","Current Dollars","Level","6","17,953","T40100",1953-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1953Q2","Current Dollars","Level","6","18,163","T40100",1953-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1953Q3","Current Dollars","Level","6","18,511","T40100",1953-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1953Q4","Current Dollars","Level","6","17,996","T40100",1953-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1954Q1","Current Dollars","Level","6","17,379","T40100",1954-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1954Q2","Current Dollars","Level","6","19,384","T40100",1954-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1954Q3","Current Dollars","Level","6","18,850","T40100",1954-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1954Q4","Current Dollars","Level","6","19,887","T40100",1954-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1955Q1","Current Dollars","Level","6","20,671","T40100",1955-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1955Q2","Current Dollars","Level","6","20,405","T40100",1955-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1955Q3","Current Dollars","Level","6","21,686","T40100",1955-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1955Q4","Current Dollars","Level","6","21,975","T40100",1955-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1956Q1","Current Dollars","Level","6","23,334","T40100",1956-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1956Q2","Current Dollars","Level","6","24,817","T40100",1956-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1956Q3","Current Dollars","Level","6","25,915","T40100",1956-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1956Q4","Current Dollars","Level","6","26,803","T40100",1956-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1957Q1","Current Dollars","Level","6","29,199","T40100",1957-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1957Q2","Current Dollars","Level","6","28,930","T40100",1957-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1957Q3","Current Dollars","Level","6","28,220","T40100",1957-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1957Q4","Current Dollars","Level","6","26,792","T40100",1957-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1958Q1","Current Dollars","Level","6","24,420","T40100",1958-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1958Q2","Current Dollars","Level","6","24,412","T40100",1958-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1958Q3","Current Dollars","Level","6","24,434","T40100",1958-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1958Q4","Current Dollars","Level","6","24,448","T40100",1958-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1959Q1","Current Dollars","Level","6","25,877","T40100",1959-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1959Q2","Current Dollars","Level","6","25,833","T40100",1959-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1959Q3","Current Dollars","Level","6","28,458","T40100",1959-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1959Q4","Current Dollars","Level","6","27,809","T40100",1959-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1960Q1","Current Dollars","Level","6","30,914","T40100",1960-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1960Q2","Current Dollars","Level","6","31,642","T40100",1960-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1960Q3","Current Dollars","Level","6","32,495","T40100",1960-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1960Q4","Current Dollars","Level","6","32,679","T40100",1960-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1961Q1","Current Dollars","Level","6","32,860","T40100",1961-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1961Q2","Current Dollars","Level","6","31,768","T40100",1961-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1961Q3","Current Dollars","Level","6","33,095","T40100",1961-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1961Q4","Current Dollars","Level","6","33,912","T40100",1961-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1962Q1","Current Dollars","Level","6","33,729","T40100",1962-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1962Q2","Current Dollars","Level","6","35,493","T40100",1962-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1962Q3","Current Dollars","Level","6","35,502","T40100",1962-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1962Q4","Current Dollars","Level","6","35,300","T40100",1962-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1963Q1","Current Dollars","Level","6","35,580","T40100",1963-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1963Q2","Current Dollars","Level","6","37,795","T40100",1963-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1963Q3","Current Dollars","Level","6","37,756","T40100",1963-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1963Q4","Current Dollars","Level","6","39,287","T40100",1963-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1964Q1","Current Dollars","Level","6","41,480","T40100",1964-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1964Q2","Current Dollars","Level","6","41,198","T40100",1964-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1964Q3","Current Dollars","Level","6","42,728","T40100",1964-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1964Q4","Current Dollars","Level","6","43,626","T40100",1964-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1965Q1","Current Dollars","Level","6","40,893","T40100",1965-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1965Q2","Current Dollars","Level","6","46,558","T40100",1965-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1965Q3","Current Dollars","Level","6","45,439","T40100",1965-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1965Q4","Current Dollars","Level","6","47,219","T40100",1965-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1966Q1","Current Dollars","Level","6","47,155","T40100",1966-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1966Q2","Current Dollars","Level","6","48,808","T40100",1966-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1966Q3","Current Dollars","Level","6","48,927","T40100",1966-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1966Q4","Current Dollars","Level","6","51,074","T40100",1966-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1967Q1","Current Dollars","Level","6","52,339","T40100",1967-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1967Q2","Current Dollars","Level","6","51,558","T40100",1967-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1967Q3","Current Dollars","Level","6","51,776","T40100",1967-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1967Q4","Current Dollars","Level","6","52,922","T40100",1967-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1968Q1","Current Dollars","Level","6","54,968","T40100",1968-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1968Q2","Current Dollars","Level","6","57,152","T40100",1968-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1968Q3","Current Dollars","Level","6","60,280","T40100",1968-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1968Q4","Current Dollars","Level","6","59,632","T40100",1968-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1969Q1","Current Dollars","Level","6","55,126","T40100",1969-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1969Q2","Current Dollars","Level","6","65,309","T40100",1969-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1969Q3","Current Dollars","Level","6","65,656","T40100",1969-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1969Q4","Current Dollars","Level","6","68,713","T40100",1969-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1970Q1","Current Dollars","Level","6","69,903","T40100",1970-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1970Q2","Current Dollars","Level","6","73,586","T40100",1970-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1970Q3","Current Dollars","Level","6","73,543","T40100",1970-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1970Q4","Current Dollars","Level","6","73,134","T40100",1970-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1971Q1","Current Dollars","Level","6","76,506","T40100",1971-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1971Q2","Current Dollars","Level","6","76,968","T40100",1971-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1971Q3","Current Dollars","Level","6","79,669","T40100",1971-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1971Q4","Current Dollars","Level","6","74,752","T40100",1971-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1972Q1","Current Dollars","Level","6","83,831","T40100",1972-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1972Q2","Current Dollars","Level","6","82,898","T40100",1972-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1972Q3","Current Dollars","Level","6","88,137","T40100",1972-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1972Q4","Current Dollars","Level","6","93,619","T40100",1972-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1973Q1","Current Dollars","Level","6","104,240","T40100",1973-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1973Q2","Current Dollars","Level","6","114,345","T40100",1973-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1973Q3","Current Dollars","Level","6","122,809","T40100",1973-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1973Q4","Current Dollars","Level","6","133,848","T40100",1973-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1974Q1","Current Dollars","Level","6","146,379","T40100",1974-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1974Q2","Current Dollars","Level","6","156,996","T40100",1974-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1974Q3","Current Dollars","Level","6","157,100","T40100",1974-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1974Q4","Current Dollars","Level","6","165,405","T40100",1974-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1975Q1","Current Dollars","Level","6","168,294","T40100",1975-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1975Q2","Current Dollars","Level","6","163,356","T40100",1975-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1975Q3","Current Dollars","Level","6","162,186","T40100",1975-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1975Q4","Current Dollars","Level","6","173,085","T40100",1975-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1976Q1","Current Dollars","Level","6","174,972","T40100",1976-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1976Q2","Current Dollars","Level","6","178,875","T40100",1976-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1976Q3","Current Dollars","Level","6","184,329","T40100",1976-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1976Q4","Current Dollars","Level","6","189,336","T40100",1976-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1977Q1","Current Dollars","Level","6","191,134","T40100",1977-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1977Q2","Current Dollars","Level","6","198,859","T40100",1977-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1977Q3","Current Dollars","Level","6","200,455","T40100",1977-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1977Q4","Current Dollars","Level","6","195,746","T40100",1977-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1978Q1","Current Dollars","Level","6","207,073","T40100",1978-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1978Q2","Current Dollars","Level","6","228,799","T40100",1978-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1978Q3","Current Dollars","Level","6","237,541","T40100",1978-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1978Q4","Current Dollars","Level","6","259,127","T40100",1978-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1979Q1","Current Dollars","Level","6","269,287","T40100",1979-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1979Q2","Current Dollars","Level","6","285,014","T40100",1979-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1979Q3","Current Dollars","Level","6","307,690","T40100",1979-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1979Q4","Current Dollars","Level","6","331,811","T40100",1979-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1980Q1","Current Dollars","Level","6","352,082","T40100",1980-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1980Q2","Current Dollars","Level","6","357,012","T40100",1980-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1980Q3","Current Dollars","Level","6","359,542","T40100",1980-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1980Q4","Current Dollars","Level","6","370,819","T40100",1980-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1981Q1","Current Dollars","Level","6","391,207","T40100",1981-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1981Q2","Current Dollars","Level","6","398,201","T40100",1981-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1981Q3","Current Dollars","Level","6","398,247","T40100",1981-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1981Q4","Current Dollars","Level","6","401,397","T40100",1981-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1982Q1","Current Dollars","Level","6","391,526","T40100",1982-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1982Q2","Current Dollars","Level","6","401,912","T40100",1982-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1982Q3","Current Dollars","Level","6","381,084","T40100",1982-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1982Q4","Current Dollars","Level","6","362,290","T40100",1982-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1983Q1","Current Dollars","Level","6","364,507","T40100",1983-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1983Q2","Current Dollars","Level","6","371,306","T40100",1983-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1983Q3","Current Dollars","Level","6","383,422","T40100",1983-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1983Q4","Current Dollars","Level","6","396,277","T40100",1983-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1984Q1","Current Dollars","Level","6","407,810","T40100",1984-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1984Q2","Current Dollars","Level","6","425,408","T40100",1984-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1984Q3","Current Dollars","Level","6","433,035","T40100",1984-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1984Q4","Current Dollars","Level","6","430,728","T40100",1984-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1985Q1","Current Dollars","Level","6","418,645","T40100",1985-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1985Q2","Current Dollars","Level","6","418,459","T40100",1985-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1985Q3","Current Dollars","Level","6","407,292","T40100",1985-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1985Q4","Current Dollars","Level","6","419,093","T40100",1985-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1986Q1","Current Dollars","Level","6","429,876","T40100",1986-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1986Q2","Current Dollars","Level","6","427,246","T40100",1986-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1986Q3","Current Dollars","Level","6","429,682","T40100",1986-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1986Q4","Current Dollars","Level","6","442,479","T40100",1986-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1987Q1","Current Dollars","Level","6","448,829","T40100",1987-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1987Q2","Current Dollars","Level","6","476,739","T40100",1987-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1987Q3","Current Dollars","Level","6","497,751","T40100",1987-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1987Q4","Current Dollars","Level","6","525,592","T40100",1987-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1988Q1","Current Dollars","Level","6","564,203","T40100",1988-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1988Q2","Current Dollars","Level","6","585,946","T40100",1988-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1988Q3","Current Dollars","Level","6","607,036","T40100",1988-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1988Q4","Current Dollars","Level","6","629,683","T40100",1988-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1989Q1","Current Dollars","Level","6","656,627","T40100",1989-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1989Q2","Current Dollars","Level","6","686,993","T40100",1989-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1989Q3","Current Dollars","Level","6","688,010","T40100",1989-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1989Q4","Current Dollars","Level","6","696,321","T40100",1989-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1990Q1","Current Dollars","Level","6","721,990","T40100",1990-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1990Q2","Current Dollars","Level","6","730,440","T40100",1990-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1990Q3","Current Dollars","Level","6","739,872","T40100",1990-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1990Q4","Current Dollars","Level","6","770,574","T40100",1990-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1991Q1","Current Dollars","Level","6","759,959","T40100",1991-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1991Q2","Current Dollars","Level","6","758,731","T40100",1991-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1991Q3","Current Dollars","Level","6","762,128","T40100",1991-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1991Q4","Current Dollars","Level","6","772,368","T40100",1991-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1992Q1","Current Dollars","Level","6","780,078","T40100",1992-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1992Q2","Current Dollars","Level","6","783,253","T40100",1992-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1992Q3","Current Dollars","Level","6","788,267","T40100",1992-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1992Q4","Current Dollars","Level","6","788,812","T40100",1992-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1993Q1","Current Dollars","Level","6","795,559","T40100",1993-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1993Q2","Current Dollars","Level","6","807,489","T40100",1993-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1993Q3","Current Dollars","Level","6","808,299","T40100",1993-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1993Q4","Current Dollars","Level","6","830,246","T40100",1993-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1994Q1","Current Dollars","Level","6","846,641","T40100",1994-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1994Q2","Current Dollars","Level","6","883,115","T40100",1994-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1994Q3","Current Dollars","Level","6","927,839","T40100",1994-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1994Q4","Current Dollars","Level","6","964,326","T40100",1994-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1995Q1","Current Dollars","Level","6","1,002,815","T40100",1995-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1995Q2","Current Dollars","Level","6","1,030,542","T40100",1995-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1995Q3","Current Dollars","Level","6","1,061,268","T40100",1995-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1995Q4","Current Dollars","Level","6","1,075,940","T40100",1995-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1996Q1","Current Dollars","Level","6","1,088,469","T40100",1996-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1996Q2","Current Dollars","Level","6","1,098,263","T40100",1996-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1996Q3","Current Dollars","Level","6","1,105,340","T40100",1996-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1996Q4","Current Dollars","Level","6","1,163,897","T40100",1996-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1997Q1","Current Dollars","Level","6","1,188,548","T40100",1997-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1997Q2","Current Dollars","Level","6","1,237,464","T40100",1997-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1997Q3","Current Dollars","Level","6","1,260,167","T40100",1997-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1997Q4","Current Dollars","Level","6","1,249,317","T40100",1997-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1998Q1","Current Dollars","Level","6","1,252,876","T40100",1998-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1998Q2","Current Dollars","Level","6","1,240,564","T40100",1998-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1998Q3","Current Dollars","Level","6","1,217,399","T40100",1998-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1998Q4","Current Dollars","Level","6","1,248,190","T40100",1998-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","1999Q1","Current Dollars","Level","6","1,292,239","T40100",1999-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","1999Q2","Current Dollars","Level","6","1,328,074","T40100",1999-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","1999Q3","Current Dollars","Level","6","1,377,610","T40100",1999-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","1999Q4","Current Dollars","Level","6","1,423,008","T40100",1999-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2000Q1","Current Dollars","Level","6","1,463,098","T40100",2000-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2000Q2","Current Dollars","Level","6","1,526,489","T40100",2000-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2000Q3","Current Dollars","Level","6","1,554,219","T40100",2000-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2000Q4","Current Dollars","Level","6","1,567,579","T40100",2000-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2001Q1","Current Dollars","Level","6","1,513,028","T40100",2001-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2001Q2","Current Dollars","Level","6","1,453,883","T40100",2001-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2001Q3","Current Dollars","Level","6","1,369,584","T40100",2001-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2001Q4","Current Dollars","Level","6","1,309,986","T40100",2001-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2002Q1","Current Dollars","Level","6","1,338,667","T40100",2002-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2002Q2","Current Dollars","Level","6","1,392,839","T40100",2002-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2002Q3","Current Dollars","Level","6","1,424,988","T40100",2002-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2002Q4","Current Dollars","Level","6","1,405,764","T40100",2002-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2003Q1","Current Dollars","Level","6","1,421,079","T40100",2003-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2003Q2","Current Dollars","Level","6","1,443,076","T40100",2003-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2003Q3","Current Dollars","Level","6","1,484,213","T40100",2003-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2003Q4","Current Dollars","Level","6","1,565,735","T40100",2003-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2004Q1","Current Dollars","Level","6","1,637,131","T40100",2004-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2004Q2","Current Dollars","Level","6","1,686,267","T40100",2004-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2004Q3","Current Dollars","Level","6","1,714,049","T40100",2004-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2004Q4","Current Dollars","Level","6","1,784,941","T40100",2004-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2005Q1","Current Dollars","Level","6","1,878,259","T40100",2005-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2005Q2","Current Dollars","Level","6","1,904,421","T40100",2005-04-01
"T40100","A1073C","1","Current receipts from the rest of the world","2005Q3","Current Dollars","Level","6","1,948,220","T40100",2005-07-01
"T40100","A1073C","1","Current receipts from the rest of the world","2005Q4","Current Dollars","Level","6","2,032,576","T40100",2005-10-01
"T40100","A1073C","1","Current receipts from the rest of the world","2006Q1","Current Dollars","Level","6","2,136,718","T40100",2006-01-01
"T40100","A1073C","1","Current receipts from the rest of the world","2006Q2","Current Dollars","Level","6","2,228,001","T40100",2006-04-01
