"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef","date"
"T50100","A929RC","1","Gross saving","1955Q1","Current Dollars","Level","6","89,896","T50100",1955-01-01
"T50100","A929RC","1","Gross saving","1955Q2","Current Dollars","Level","6","95,421","T50100",1955-04-01
"T50100","A929RC","1","Gross saving","1955Q3","Current Dollars","Level","6","97,824","T50100",1955-07-01
"T50100","A929RC","1","Gross saving","1955Q4","Current Dollars","Level","6","102,255","T50100",1955-10-01
"T50100","A929RC","1","Gross saving","1956Q1","Current Dollars","Level","6","105,606","T50100",1956-01-01
"T50100","A929RC","1","Gross saving","1956Q2","Current Dollars","Level","6","107,502","T50100",1956-04-01
"T50100","A929RC","1","Gross saving","1956Q3","Current Dollars","Level","6","111,631","T50100",1956-07-01
"T50100","A929RC","1","Gross saving","1956Q4","Current Dollars","Level","6","113,434","T50100",1956-10-01
"T50100","A929RC","1","Gross saving","1957Q1","Current Dollars","Level","6","114,339","T50100",1957-01-01
"T50100","A929RC","1","Gross saving","1957Q2","Current Dollars","Level","6","114,389","T50100",1957-04-01
"T50100","A929RC","1","Gross saving","1957Q3","Current Dollars","Level","6","114,197","T50100",1957-07-01
"T50100","A929RC","1","Gross saving","1957Q4","Current Dollars","Level","6","104,301","T50100",1957-10-01
"T50100","A929RC","1","Gross saving","1958Q1","Current Dollars","Level","6","100,082","T50100",1958-01-01
"T50100","A929RC","1","Gross saving","1958Q2","Current Dollars","Level","6","96,797","T50100",1958-04-01
"T50100","A929RC","1","Gross saving","1958Q3","Current Dollars","Level","6","104,950","T50100",1958-07-01
"T50100","A929RC","1","Gross saving","1958Q4","Current Dollars","Level","6","113,063","T50100",1958-10-01
"T50100","A929RC","1","Gross saving","1959Q1","Current Dollars","Level","6","117,792","T50100",1959-01-01
"T50100","A929RC","1","Gross saving","1959Q2","Current Dollars","Level","6","124,881","T50100",1959-04-01
"T50100","A929RC","1","Gross saving","1959Q3","Current Dollars","Level","6","117,312","T50100",1959-07-01
"T50100","A929RC","1","Gross saving","1959Q4","Current Dollars","Level","6","120,254","T50100",1959-10-01
"T50100","A929RC","1","Gross saving","1960Q1","Current Dollars","Level","6","132,916","T50100",1960-01-01
"T50100","A929RC","1","Gross saving","1960Q2","Current Dollars","Level","6","126,327","T50100",1960-04-01
"T50100","A929RC","1","Gross saving","1960Q3","Current Dollars","Level","6","127,116","T50100",1960-07-01
"T50100","A929RC","1","Gross saving","1960Q4","Current Dollars","Level","6","121,465","T50100",1960-10-01
"T50100","A929RC","1","Gross saving","1961Q1","Current Dollars","Level","6","124,646","T50100",1961-01-01
"T50100","A929RC","1","Gross saving","1961Q2","Current Dollars","Level","6","127,006","T50100",1961-04-01
"T50100","A929RC","1","Gross saving","1961Q3","Current Dollars","Level","6","134,555","T50100",1961-07-01
"T50100","A929RC","1","Gross saving","1961Q4","Current Dollars","Level","6","140,229","T50100",1961-10-01
"T50100","A929RC","1","Gross saving","1962Q1","Current Dollars","Level","6","141,630","T50100",1962-01-01
"T50100","A929RC","1","Gross saving","1962Q2","Current Dollars","Level","6","142,009","T50100",1962-04-01
"T50100","A929RC","1","Gross saving","1962Q3","Current Dollars","Level","6","144,445","T50100",1962-07-01
"T50100","A929RC","1","Gross saving","1962Q4","Current Dollars","Level","6","145,527","T50100",1962-10-01
"T50100","A929RC","1","Gross saving","1963Q1","Current Dollars","Level","6","149,092","T50100",1963-01-01
"T50100","A929RC","1","Gross saving","1963Q2","Current Dollars","Level","6","153,839","T50100",1963-04-01
"T50100","A929RC","1","Gross saving","1963Q3","Current Dollars","Level","6","154,655","T50100",1963-07-01
"T50100","A929RC","1","Gross saving","1963Q4","Current Dollars","Level","6","158,946","T50100",1963-10-01
"T50100","A929RC","1","Gross saving","1964Q1","Current Dollars","Level","6","161,917","T50100",1964-01-01
"T50100","A929RC","1","Gross saving","1964Q2","Current Dollars","Level","6","163,047","T50100",1964-04-01
"T50100","A929RC","1","Gross saving","1964Q3","Current Dollars","Level","6","166,392","T50100",1964-07-01
"T50100","A929RC","1","Gross saving","1964Q4","Current Dollars","Level","6","172,869","T50100",1964-10-01
"T50100","A929RC","1","Gross saving","1965Q1","Current Dollars","Level","6","180,763","T50100",1965-01-01
"T50100","A929RC","1","Gross saving","1965Q2","Current Dollars","Level","6","182,723","T50100",1965-04-01
"T50100","A929RC","1","Gross saving","1965Q3","Current Dollars","Level","6","183,258","T50100",1965-07-01
"T50100","A929RC","1","Gross saving","1965Q4","Current Dollars","Level","6","184,965","T50100",1965-10-01
"T50100","A929RC","1","Gross saving","1966Q1","Current Dollars","Level","6","194,349","T50100",1966-01-01
"T50100","A929RC","1","Gross saving","1966Q2","Current Dollars","Level","6","194,866","T50100",1966-04-01
"T50100","A929RC","1","Gross saving","1966Q3","Current Dollars","Level","6","195,333","T50100",1966-07-01
"T50100","A929RC","1","Gross saving","1966Q4","Current Dollars","Level","6","201,371","T50100",1966-10-01
"T50100","A929RC","1","Gross saving","1967Q1","Current Dollars","Level","6","197,588","T50100",1967-01-01
"T50100","A929RC","1","Gross saving","1967Q2","Current Dollars","Level","6","194,009","T50100",1967-04-01
"T50100","A929RC","1","Gross saving","1967Q3","Current Dollars","Level","6","201,870","T50100",1967-07-01
"T50100","A929RC","1","Gross saving","1967Q4","Current Dollars","Level","6","208,492","T50100",1967-10-01
"T50100","A929RC","1","Gross saving","1968Q1","Current Dollars","Level","6","206,994","T50100",1968-01-01
"T50100","A929RC","1","Gross saving","1968Q2","Current Dollars","Level","6","213,619","T50100",1968-04-01
"T50100","A929RC","1","Gross saving","1968Q3","Current Dollars","Level","6","215,517","T50100",1968-07-01
"T50100","A929RC","1","Gross saving","1968Q4","Current Dollars","Level","6","222,130","T50100",1968-10-01
"T50100","A929RC","1","Gross saving","1969Q1","Current Dollars","Level","6","230,985","T50100",1969-01-01
"T50100","A929RC","1","Gross saving","1969Q2","Current Dollars","Level","6","231,312","T50100",1969-04-01
"T50100","A929RC","1","Gross saving","1969Q3","Current Dollars","Level","6","237,701","T50100",1969-07-01
"T50100","A929RC","1","Gross saving","1969Q4","Current Dollars","Level","6","232,518","T50100",1969-10-01
"T50100","A929RC","1","Gross saving","1970Q1","Current Dollars","Level","6","226,898","T50100",1970-01-01
"T50100","A929RC","1","Gross saving","1970Q2","Current Dollars","Level","6","229,820","T50100",1970-04-01
"T50100","A929RC","1","Gross saving","1970Q3","Current Dollars","Level","6","231,299","T50100",1970-07-01
"T50100","A929RC","1","Gross saving","1970Q4","Current Dollars","Level","6","224,904","T50100",1970-10-01
"T50100","A929RC","1","Gross saving","1971Q1","Current Dollars","Level","6","238,722","T50100",1971-01-01
"T50100","A929RC","1","Gross saving","1971Q2","Current Dollars","Level","6","243,238","T50100",1971-04-01
"T50100","A929RC","1","Gross saving","1971Q3","Current Dollars","Level","6","248,987","T50100",1971-07-01
"T50100","A929RC","1","Gross saving","1971Q4","Current Dollars","Level","6","253,551","T50100",1971-10-01
"T50100","A929RC","1","Gross saving","1972Q1","Current Dollars","Level","6","262,956","T50100",1972-01-01
"T50100","A929RC","1","Gross saving","1972Q2","Current Dollars","Level","6","265,671","T50100",1972-04-01
"T50100","A929RC","1","Gross saving","1972Q3","Current Dollars","Level","6","279,814","T50100",1972-07-01
"T50100","A929RC","1","Gross saving","1972Q4","Current Dollars","Level","6","302,090","T50100",1972-10-01
"T50100","A929RC","1","Gross saving","1973Q1","Current Dollars","Level","6","316,025","T50100",1973-01-01
"T50100","A929RC","1","Gross saving","1973Q2","Current Dollars","Level","6","324,765","T50100",1973-04-01
"T50100","A929RC","1","Gross saving","1973Q3","Current Dollars","Level","6","338,966","T50100",1973-07-01
"T50100","A929RC","1","Gross saving","1973Q4","Current Dollars","Level","6","361,370","T50100",1973-10-01
"T50100","A929RC","1","Gross saving","1974Q1","Current Dollars","Level","6","355,776","T50100",1974-01-01
"T50100","A929RC","1","Gross saving","1974Q2","Current Dollars","Level","6","346,402","T50100",1974-04-01
"T50100","A929RC","1","Gross saving","1974Q3","Current Dollars","Level","6","345,947","T50100",1974-07-01
"T50100","A929RC","1","Gross saving","1974Q4","Current Dollars","Level","6","348,678","T50100",1974-10-01
"T50100","A929RC","1","Gross saving","1975Q1","Current Dollars","Level","6","329,844","T50100",1975-01-01
"T50100","A929RC","1","Gross saving","1975Q2","Current Dollars","Level","6","330,020","T50100",1975-04-01
"T50100","A929RC","1","Gross saving","1975Q3","Current Dollars","Level","6","360,097","T50100",1975-07-01
"T50100","A929RC","1","Gross saving","1975Q4","Current Dollars","Level","6","372,615","T50100",1975-10-01
"T50100","A929RC","1","Gross saving","1976Q1","Current Dollars","Level","6","392,010","T50100",1976-01-01
"T50100","A929RC","1","Gross saving","1976Q2","Current Dollars","Level","6","399,337","T50100",1976-04-01
"T50100","A929RC","1","Gross saving","1976Q3","Current Dollars","Level","6","402,061","T50100",1976-07-01
"T50100","A929RC","1","Gross saving","1976Q4","Current Dollars","Level","6","403,838","T50100",1976-10-01
"T50100","A929RC","1","Gross saving","1977Q1","Current Dollars","Level","6","415,960","T50100",1977-01-01
"T50100","A929RC","1","Gross saving","1977Q2","Current Dollars","Level","6","454,377","T50100",1977-04-01
"T50100","A929RC","1","Gross saving","1977Q3","Current Dollars","Level","6","479,297","T50100",1977-07-01
"T50100","A929RC","1","Gross saving","1977Q4","Current Dollars","Level","6","488,027","T50100",1977-10-01
"T50100","A929RC","1","Gross saving","1978Q1","Current Dollars","Level","6","500,494","T50100",1978-01-01
"T50100","A929RC","1","Gross saving","1978Q2","Current Dollars","Level","6","540,625","T50100",1978-04-01
"T50100","A929RC","1","Gross saving","1978Q3","Current Dollars","Level","6","561,476","T50100",1978-07-01
"T50100","A929RC","1","Gross saving","1978Q4","Current Dollars","Level","6","589,365","T50100",1978-10-01
"T50100","A929RC","1","Gross saving","1979Q1","Current Dollars","Level","6","608,810","T50100",1979-01-01
"T50100","A929RC","1","Gross saving","1979Q2","Current Dollars","Level","6","612,514","T50100",1979-04-01
"T50100","A929RC","1","Gross saving","1979Q3","Current Dollars","Level","6","615,020","T50100",1979-07-01
"T50100","A929RC","1","Gross saving","1979Q4","Current Dollars","Level","6","617,758","T50100",1979-10-01
"T50100","A929RC","1","Gross saving","1980Q1","Current Dollars","Level","6","611,494","T50100",1980-01-01
"T50100","A929RC","1","Gross saving","1980Q2","Current Dollars","Level","6","607,877","T50100",1980-04-01
"T50100","A929RC","1","Gross saving","1980Q3","Current Dollars","Level","6","624,820","T50100",1980-07-01
"T50100","A929RC","1","Gross saving","1980Q4","Current Dollars","Level","6","676,325","T50100",1980-10-01
"T50100","A929RC","1","Gross saving","1981Q1","Current Dollars","Level","6","707,855","T50100",1981-01-01
"T50100","A929RC","1","Gross saving","1981Q2","Current Dollars","Level","6","719,410","T50100",1981-04-01
"T50100","A929RC","1","Gross saving","1981Q3","Current Dollars","Level","6","775,671","T50100",1981-07-01
"T50100","A929RC","1","Gross saving","1981Q4","Current Dollars","Level","6","772,503","T50100",1981-10-01
"T50100","A929RC","1","Gross saving","1982Q1","Current Dollars","Level","6","736,928","T50100",1982-01-01
"T50100","A929RC","1","Gross saving","1982Q2","Current Dollars","Level","6","762,015","T50100",1982-04-01
"T50100","A929RC","1","Gross saving","1982Q3","Current Dollars","Level","6","730,626","T50100",1982-07-01
"T50100","A929RC","1","Gross saving","1982Q4","Current Dollars","Level","6","673,741","T50100",1982-10-01
"T50100","A929RC","1","Gross saving","1983Q1","Current Dollars","Level","6","691,615","T50100",1983-01-01
"T50100","A929RC","1","Gross saving","1983Q2","Current Dollars","Level","6","700,917","T50100",1983-04-01
"T50100","A929RC","1","Gross saving","1983Q3","Current Dollars","Level","6","703,117","T50100",1983-07-01
"T50100","A929RC","1","Gross saving","1983Q4","Current Dollars","Level","6","771,077","T50100",1983-10-01
"T50100","A929RC","1","Gross saving","1984Q1","Current Dollars","Level","6","854,439","T50100",1984-01-01
"T50100","A929RC","1","Gross saving","1984Q2","Current Dollars","Level","6","873,591","T50100",1984-04-01
"T50100","A929RC","1","Gross saving","1984Q3","Current Dollars","Level","6","898,087","T50100",1984-07-01
"T50100","A929RC","1","Gross saving","1984Q4","Current Dollars","Level","6","900,258","T50100",1984-10-01
"T50100","A929RC","1","Gross saving","1985Q1","Current Dollars","Level","6","889,637","T50100",1985-01-01
"T50100","A929RC","1","Gross saving","1985Q2","Current Dollars","Level","6","887,303","T50100",1985-04-01
"T50100","A929RC","1","Gross saving","1985Q3","Current Dollars","Level","6","865,922","T50100",1985-07-01
"T50100","A929RC","1","Gross saving","1985Q4","Current Dollars","Level","6","880,947","T50100",1985-10-01
"T50100","A929RC","1","Gross saving","1986Q1","Current Dollars","Level","6","895,505","T50100",1986-01-01
"T50100","A929RC","1","Gross saving","1986Q2","Current Dollars","Level","6","871,020","T50100",1986-04-01
"T50100","A929RC","1","Gross saving","1986Q3","Current Dollars","Level","6","838,649","T50100",1986-07-01
"T50100","A929RC","1","Gross saving","1986Q4","Current Dollars","Level","6","852,838","T50100",1986-10-01
"T50100","A929RC","1","Gross saving","1987Q1","Current Dollars","Level","6","897,944","T50100",1987-01-01
"T50100","A929RC","1","Gross saving","1987Q2","Current Dollars","Level","6","926,646","T50100",1987-04-01
"T50100","A929RC","1","Gross saving","1987Q3","Current Dollars","Level","6","961,166","T50100",1987-07-01
"T50100","A929RC","1","Gross saving","1987Q4","Current Dollars","Level","6","1,009,826","T50100",1987-10-01
"T50100","A929RC","1","Gross saving","1988Q1","Current Dollars","Level","6","1,029,892","T50100",1988-01-01
"T50100","A929RC","1","Gross saving","1988Q2","Current Dollars","Level","6","1,068,997","T50100",1988-04-01
"T50100","A929RC","1","Gross saving","1988Q3","Current Dollars","Level","6","1,096,359","T50100",1988-07-01
"T50100","A929RC","1","Gross saving","1988Q4","Current Dollars","Level","6","1,111,291","T50100",1988-10-01
"T50100","A929RC","1","Gross saving","1989Q1","Current Dollars","Level","6","1,144,972","T50100",1989-01-01
"T50100","A929RC","1","Gross saving","1989Q2","Current Dollars","Level","6","1,104,655","T50100",1989-04-01
"T50100","A929RC","1","Gross saving","1989Q3","Current Dollars","Level","6","1,100,540","T50100",1989-07-01
"T50100","A929RC","1","Gross saving","1989Q4","Current Dollars","Level","6","1,088,993","T50100",1989-10-01
"T50100","A929RC","1","Gross saving","1990Q1","Current Dollars","Level","6","1,102,741","T50100",1990-01-01
"T50100","A929RC","1","Gross saving","1990Q2","Current Dollars","Level","6","1,134,934","T50100",1990-04-01
"T50100","A929RC","1","Gross saving","1990Q3","Current Dollars","Level","6","1,105,616","T50100",1990-07-01
"T50100","A929RC","1","Gross saving","1990Q4","Current Dollars","Level","6","1,110,190","T50100",1990-10-01
"T50100","A929RC","1","Gross saving","1991Q1","Current Dollars","Level","6","1,199,734","T50100",1991-01-01
"T50100","A929RC","1","Gross saving","1991Q2","Current Dollars","Level","6","1,144,541","T50100",1991-04-01
"T50100","A929RC","1","Gross saving","1991Q3","Current Dollars","Level","6","1,122,713","T50100",1991-07-01
"T50100","A929RC","1","Gross saving","1991Q4","Current Dollars","Level","6","1,146,408","T50100",1991-10-01
"T50100","A929RC","1","Gross saving","1992Q1","Current Dollars","Level","6","1,155,970","T50100",1992-01-01
"T50100","A929RC","1","Gross saving","1992Q2","Current Dollars","Level","6","1,175,049","T50100",1992-04-01
"T50100","A929RC","1","Gross saving","1992Q3","Current Dollars","Level","6","1,125,401","T50100",1992-07-01
"T50100","A929RC","1","Gross saving","1992Q4","Current Dollars","Level","6","1,134,033","T50100",1992-10-01
"T50100","A929RC","1","Gross saving","1993Q1","Current Dollars","Level","6","1,130,950","T50100",1993-01-01
"T50100","A929RC","1","Gross saving","1993Q2","Current Dollars","Level","6","1,167,976","T50100",1993-04-01
"T50100","A929RC","1","Gross saving","1993Q3","Current Dollars","Level","6","1,143,784","T50100",1993-07-01
"T50100","A929RC","1","Gross saving","1993Q4","Current Dollars","Level","6","1,210,860","T50100",1993-10-01
"T50100","A929RC","1","Gross saving","1994Q1","Current Dollars","Level","6","1,232,490","T50100",1994-01-01
"T50100","A929RC","1","Gross saving","1994Q2","Current Dollars","Level","6","1,296,999","T50100",1994-04-01
"T50100","A929RC","1","Gross saving","1994Q3","Current Dollars","Level","6","1,305,921","T50100",1994-07-01
"T50100","A929RC","1","Gross saving","1994Q4","Current Dollars","Level","6","1,345,007","T50100",1994-10-01
"T50100","A929RC","1","Gross saving","1995Q1","Current Dollars","Level","6","1,394,230","T50100",1995-01-01
"T50100","A929RC","1","Gross saving","1995Q2","Current Dollars","Level","6","1,394,080","T50100",1995-04-01
"T50100","A929RC","1","Gross saving","1995Q3","Current Dollars","Level","6","1,437,001","T50100",1995-07-01
"T50100","A929RC","1","Gross saving","1995Q4","Current Dollars","Level","6","1,479,887","T50100",1995-10-01
"T50100","A929RC","1","Gross saving","1996Q1","Current Dollars","Level","6","1,520,112","T50100",1996-01-01
"T50100","A929RC","1","Gross saving","1996Q2","Current Dollars","Level","6","1,559,906","T50100",1996-04-01
"T50100","A929RC","1","Gross saving","1996Q3","Current Dollars","Level","6","1,596,184","T50100",1996-07-01
"T50100","A929RC","1","Gross saving","1996Q4","Current Dollars","Level","6","1,639,420","T50100",1996-10-01
"T50100","A929RC","1","Gross saving","1997Q1","Current Dollars","Level","6","1,696,357","T50100",1997-01-01
"T50100","A929RC","1","Gross saving","1997Q2","Current Dollars","Level","6","1,767,814","T50100",1997-04-01
"T50100","A929RC","1","Gross saving","1997Q3","Current Dollars","Level","6","1,818,301","T50100",1997-07-01
"T50100","A929RC","1","Gross saving","1997Q4","Current Dollars","Level","6","1,839,619","T50100",1997-10-01
"T50100","A929RC","1","Gross saving","1998Q1","Current Dollars","Level","6","1,910,093","T50100",1998-01-01
"T50100","A929RC","1","Gross saving","1998Q2","Current Dollars","Level","6","1,915,668","T50100",1998-04-01
"T50100","A929RC","1","Gross saving","1998Q3","Current Dollars","Level","6","1,957,969","T50100",1998-07-01
"T50100","A929RC","1","Gross saving","1998Q4","Current Dollars","Level","6","1,938,545","T50100",1998-10-01
"T50100","A929RC","1","Gross saving","1999Q1","Current Dollars","Level","6","2,046,313","T50100",1999-01-01
"T50100","A929RC","1","Gross saving","1999Q2","Current Dollars","Level","6","1,988,184","T50100",1999-04-01
"T50100","A929RC","1","Gross saving","1999Q3","Current Dollars","Level","6","1,979,867","T50100",1999-07-01
"T50100","A929RC","1","Gross saving","1999Q4","Current Dollars","Level","6","2,014,531","T50100",1999-10-01
"T50100","A929RC","1","Gross saving","2000Q1","Current Dollars","Level","6","2,123,855","T50100",2000-01-01
"T50100","A929RC","1","Gross saving","2000Q2","Current Dollars","Level","6","2,122,183","T50100",2000-04-01
"T50100","A929RC","1","Gross saving","2000Q3","Current Dollars","Level","6","2,151,822","T50100",2000-07-01
"T50100","A929RC","1","Gross saving","2000Q4","Current Dollars","Level","6","2,100,631","T50100",2000-10-01
"T50100","A929RC","1","Gross saving","2001Q1","Current Dollars","Level","6","2,162,589","T50100",2001-01-01
"T50100","A929RC","1","Gross saving","2001Q2","Current Dollars","Level","6","2,142,644","T50100",2001-04-01
"T50100","A929RC","1","Gross saving","2001Q3","Current Dollars","Level","6","2,049,594","T50100",2001-07-01
"T50100","A929RC","1","Gross saving","2001Q4","Current Dollars","Level","6","1,921,489","T50100",2001-10-01
"T50100","A929RC","1","Gross saving","2002Q1","Current Dollars","Level","6","1,983,496","T50100",2002-01-01
"T50100","A929RC","1","Gross saving","2002Q2","Current Dollars","Level","6","1,991,087","T50100",2002-04-01
"T50100","A929RC","1","Gross saving","2002Q3","Current Dollars","Level","6","1,981,387","T50100",2002-07-01
"T50100","A929RC","1","Gross saving","2002Q4","Current Dollars","Level","6","2,027,931","T50100",2002-10-01
"T50100","A929RC","1","Gross saving","2003Q1","Current Dollars","Level","6","1,938,230","T50100",2003-01-01
"T50100","A929RC","1","Gross saving","2003Q2","Current Dollars","Level","6","1,965,011","T50100",2003-04-01
"T50100","A929RC","1","Gross saving","2003Q3","Current Dollars","Level","6","1,980,952","T50100",2003-07-01
"T50100","A929RC","1","Gross saving","2003Q4","Current Dollars","Level","6","2,049,974","T50100",2003-10-01
"T50100","A929RC","1","Gross saving","2004Q1","Current Dollars","Level","6","2,069,089","T50100",2004-01-01
"T50100","A929RC","1","Gross saving","2004Q2","Current Dollars","Level","6","2,153,426","T50100",2004-04-01
"T50100","A929RC","1","Gross saving","2004Q3","Current Dollars","Level","6","2,224,979","T50100",2004-07-01
"T50100","A929RC","1","Gross saving","2004Q4","Current Dollars","Level","6","2,166,196","T50100",2004-10-01
"T50100","A929RC","1","Gross saving","2005Q1","Current Dollars","Level","6","2,276,013","T50100",2005-01-01
"T50100","A929RC","1","Gross saving","2005Q2","Current Dollars","Level","6","2,301,715","T50100",2005-04-01
"T50100","A929RC","1","Gross saving","2005Q3","Current Dollars","Level","6","2,327,964","T50100",2005-07-01
"T50100","A929RC","1","Gross saving","2005Q4","Current Dollars","Level","6","2,491,713","T50100",2005-10-01
"T50100","A929RC","1","Gross saving","2006Q1","Current Dollars","Level","6","2,640,211","T50100",2006-01-01
"T50100","A929RC","1","Gross saving","2006Q2","Current Dollars","Level","6","2,646,363","T50100",2006-04-01
"T50100","A929RC","1","Gross saving","2006Q3","Current Dollars","Level","6","2,632,636","T50100",2006-07-01
"T50100","A929RC","1","Gross saving","2006Q4","Current Dollars","Level","6","2,628,314","T50100",2006-10-01
"T50100","A929RC","1","Gross saving","2007Q1","Current Dollars","Level","6","2,553,062","T50100",2007-01-01
"T50100","A929RC","1","Gross saving","2007Q2","Current Dollars","Level","6","2,610,425","T50100",2007-04-01
"T50100","A929RC","1","Gross saving","2007Q3","Current Dollars","Level","6","2,465,555","T50100",2007-07-01
"T50100","A929RC","1","Gross saving","2007Q4","Current Dollars","Level","6","2,388,511","T50100",2007-10-01
"T50100","A929RC","1","Gross saving","2008Q1","Current Dollars","Level","6","2,301,512","T50100",2008-01-01
"T50100","A929RC","1","Gross saving","2008Q2","Current Dollars","Level","6","2,184,741","T50100",2008-04-01
"T50100","A929RC","1","Gross saving","2008Q3","Current Dollars","Level","6","2,223,255","T50100",2008-07-01
"T50100","A929RC","1","Gross saving","2008Q4","Current Dollars","Level","6","2,114,535","T50100",2008-10-01
"T50100","A929RC","1","Gross saving","2009Q1","Current Dollars","Level","6","1,976,197","T50100",2009-01-01
"T50100","A929RC","1","Gross saving","2009Q2","Current Dollars","Level","6","1,954,399","T50100",2009-04-01
"T50100","A929RC","1","Gross saving","2009Q3","Current Dollars","Level","6","1,924,011","T50100",2009-07-01
"T50100","A929RC","1","Gross saving","2009Q4","Current Dollars","Level","6","2,095,101","T50100",2009-10-01
"T50100","A929RC","1","Gross saving","2010Q1","Current Dollars","Level","6","2,124,115","T50100",2010-01-01
"T50100","A929RC","1","Gross saving","2010Q2","Current Dollars","Level","6","2,225,136","T50100",2010-04-01
"T50100","A929RC","1","Gross saving","2010Q3","Current Dollars","Level","6","2,395,666","T50100",2010-07-01
"T50100","A929RC","1","Gross saving","2010Q4","Current Dollars","Level","6","2,405,719","T50100",2010-10-01
"T50100","A929RC","1","Gross saving","2011Q1","Current Dollars","Level","6","2,361,524","T50100",2011-01-01
"T50100","A929RC","1","Gross saving","2011Q2","Current Dollars","Level","6","2,457,225","T50100",2011-04-01
"T50100","A929RC","1","Gross saving","2011Q3","Current Dollars","Level","6","2,563,574","T50100",2011-07-01
"T50100","A929RC","1","Gross saving","2011Q4","Current Dollars","Level","6","2,702,310","T50100",2011-10-01
"T50100","A929RC","1","Gross saving","2012Q1","Current Dollars","Level","6","2,948,081","T50100",2012-01-01
"T50100","A929RC","1","Gross saving","2012Q2","Current Dollars","Level","6","3,028,453","T50100",2012-04-01
"T50100","A929RC","1","Gross saving","2012Q3","Current Dollars","Level","6","2,924,351","T50100",2012-07-01
"T50100","A929RC","1","Gross saving","2012Q4","Current Dollars","Level","6","3,129,982","T50100",2012-10-01
"T50100","A929RC","1","Gross saving","2013Q1","Current Dollars","Level","6","3,069,012","T50100",2013-01-01
"T50100","A929RC","1","Gross saving","2013Q2","Current Dollars","Level","6","3,196,393","T50100",2013-04-01
"T50100","A929RC","1","Gross saving","2013Q3","Current Dollars","Level","6","3,208,636","T50100",2013-07-01
