"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef","date"
"T11200","A032RC","1","National income","1962Q1","Current Dollars","Level","6","523,404","T11200",1962-01-01
"T11200","A032RC","1","National income","1962Q2","Current Dollars","Level","6","530,536","T11200",1962-04-01
"T11200","A032RC","1","National income","1962Q3","Current Dollars","Level","6","536,928","T11200",1962-07-01
"T11200","A032RC","1","National income","1962Q4","Current Dollars","Level","6","544,923","T11200",1962-10-01
"T11200","A032RC","1","National income","1963Q1","Current Dollars","Level","6","551,841","T11200",1963-01-01
"T11200","A032RC","1","National income","1963Q2","Current Dollars","Level","6","560,856","T11200",1963-04-01
"T11200","A032RC","1","National income","1963Q3","Current Dollars","Level","6","569,387","T11200",1963-07-01
"T11200","A032RC","1","National income","1963Q4","Current Dollars","Level","6","579,414","T11200",1963-10-01
"T11200","A032RC","1","National income","1964Q1","Current Dollars","Level","6","591,739","T11200",1964-01-01
"T11200","A032RC","1","National income","1964Q2","Current Dollars","Level","6","601,847","T11200",1964-04-01
"T11200","A032RC","1","National income","1964Q3","Current Dollars","Level","6","613,201","T11200",1964-07-01
"T11200","A032RC","1","National income","1964Q4","Current Dollars","Level","6","621,366","T11200",1964-10-01
"T11200","A032RC","1","National income","1965Q1","Current Dollars","Level","6","639,974","T11200",1965-01-01
"T11200","A032RC","1","National income","1965Q2","Current Dollars","Level","6","651,177","T11200",1965-04-01
"T11200","A032RC","1","National income","1965Q3","Current Dollars","Level","6","662,384","T11200",1965-07-01
"T11200","A032RC","1","National income","1965Q4","Current Dollars","Level","6","681,758","T11200",1965-10-01
"T11200","A032RC","1","National income","1966Q1","Current Dollars","Level","6","702,018","T11200",1966-01-01
"T11200","A032RC","1","National income","1966Q2","Current Dollars","Level","6","711,802","T11200",1966-04-01
"T11200","A032RC","1","National income","1966Q3","Current Dollars","Level","6","723,076","T11200",1966-07-01
"T11200","A032RC","1","National income","1966Q4","Current Dollars","Level","6","735,468","T11200",1966-10-01
"T11200","A032RC","1","National income","1967Q1","Current Dollars","Level","6","741,750","T11200",1967-01-01
"T11200","A032RC","1","National income","1967Q2","Current Dollars","Level","6","748,410","T11200",1967-04-01
"T11200","A032RC","1","National income","1967Q3","Current Dollars","Level","6","763,832","T11200",1967-07-01
"T11200","A032RC","1","National income","1967Q4","Current Dollars","Level","6","779,744","T11200",1967-10-01
"T11200","A032RC","1","National income","1968Q1","Current Dollars","Level","6","800,452","T11200",1968-01-01
"T11200","A032RC","1","National income","1968Q2","Current Dollars","Level","6","821,518","T11200",1968-04-01
"T11200","A032RC","1","National income","1968Q3","Current Dollars","Level","6","840,996","T11200",1968-07-01
"T11200","A032RC","1","National income","1968Q4","Current Dollars","Level","6","858,007","T11200",1968-10-01
"T11200","A032RC","1","National income","1969Q1","Current Dollars","Level","6","874,604","T11200",1969-01-01
"T11200","A032RC","1","National income","1969Q2","Current Dollars","Level","6","890,053","T11200",1969-04-01
"T11200","A032RC","1","National income","1969Q3","Current Dollars","Level","6","908,081","T11200",1969-07-01
"T11200","A032RC","1","National income","1969Q4","Current Dollars","Level","6","916,267","T11200",1969-10-01
"T11200","A032RC","1","National income","1970Q1","Current Dollars","Level","6","921,112","T11200",1970-01-01
"T11200","A032RC","1","National income","1970Q2","Current Dollars","Level","6","933,222","T11200",1970-04-01
"T11200","A032RC","1","National income","1970Q3","Current Dollars","Level","6","947,735","T11200",1970-07-01
"T11200","A032RC","1","National income","1970Q4","Current Dollars","Level","6","948,014","T11200",1970-10-01
"T11200","A032RC","1","National income","1971Q1","Current Dollars","Level","6","984,614","T11200",1971-01-01
"T11200","A032RC","1","National income","1971Q2","Current Dollars","Level","6","1,004,371","T11200",1971-04-01
"T11200","A032RC","1","National income","1971Q3","Current Dollars","Level","6","1,022,350","T11200",1971-07-01
"T11200","A032RC","1","National income","1971Q4","Current Dollars","Level","6","1,044,663","T11200",1971-10-01
"T11200","A032RC","1","National income","1972Q1","Current Dollars","Level","6","1,077,866","T11200",1972-01-01
"T11200","A032RC","1","National income","1972Q2","Current Dollars","Level","6","1,098,238","T11200",1972-04-01
"T11200","A032RC","1","National income","1972Q3","Current Dollars","Level","6","1,127,893","T11200",1972-07-01
"T11200","A032RC","1","National income","1972Q4","Current Dollars","Level","6","1,174,016","T11200",1972-10-01
"T11200","A032RC","1","National income","1973Q1","Current Dollars","Level","6","1,211,000","T11200",1973-01-01
"T11200","A032RC","1","National income","1973Q2","Current Dollars","Level","6","1,235,742","T11200",1973-04-01
"T11200","A032RC","1","National income","1973Q3","Current Dollars","Level","6","1,263,994","T11200",1973-07-01
"T11200","A032RC","1","National income","1973Q4","Current Dollars","Level","6","1,301,928","T11200",1973-10-01
"T11200","A032RC","1","National income","1974Q1","Current Dollars","Level","6","1,313,906","T11200",1974-01-01
"T11200","A032RC","1","National income","1974Q2","Current Dollars","Level","6","1,334,638","T11200",1974-04-01
"T11200","A032RC","1","National income","1974Q3","Current Dollars","Level","6","1,360,552","T11200",1974-07-01
"T11200","A032RC","1","National income","1974Q4","Current Dollars","Level","6","1,376,537","T11200",1974-10-01
"T11200","A032RC","1","National income","1975Q1","Current Dollars","Level","6","1,383,375","T11200",1975-01-01
"T11200","A032RC","1","National income","1975Q2","Current Dollars","Level","6","1,413,848","T11200",1975-04-01
"T11200","A032RC","1","National income","1975Q3","Current Dollars","Level","6","1,471,681","T11200",1975-07-01
"T11200","A032RC","1","National income","1975Q4","Current Dollars","Level","6","1,515,281","T11200",1975-10-01
"T11200","A032RC","1","National income","1976Q1","Current Dollars","Level","6","1,565,622","T11200",1976-01-01
"T11200","A032RC","1","National income","1976Q2","Current Dollars","Level","6","1,591,347","T11200",1976-04-01
"T11200","A032RC","1","National income","1976Q3","Current Dollars","Level","6","1,623,621","T11200",1976-07-01
"T11200","A032RC","1","National income","1976Q4","Current Dollars","Level","6","1,656,929","T11200",1976-10-01
"T11200","A032RC","1","National income","1977Q1","Current Dollars","Level","6","1,704,135","T11200",1977-01-01
"T11200","A032RC","1","National income","1977Q2","Current Dollars","Level","6","1,770,298","T11200",1977-04-01
"T11200","A032RC","1","National income","1977Q3","Current Dollars","Level","6","1,824,999","T11200",1977-07-01
"T11200","A032RC","1","National income","1977Q4","Current Dollars","Level","6","1,871,939","T11200",1977-10-01
"T11200","A032RC","1","National income","1978Q1","Current Dollars","Level","6","1,910,465","T11200",1978-01-01
"T11200","A032RC","1","National income","1978Q2","Current Dollars","Level","6","2,006,335","T11200",1978-04-01
"T11200","A032RC","1","National income","1978Q3","Current Dollars","Level","6","2,054,767","T11200",1978-07-01
"T11200","A032RC","1","National income","1978Q4","Current Dollars","Level","6","2,119,073","T11200",1978-10-01
"T11200","A032RC","1","National income","1979Q1","Current Dollars","Level","6","2,172,600","T11200",1979-01-01
"T11200","A032RC","1","National income","1979Q2","Current Dollars","Level","6","2,212,459","T11200",1979-04-01
"T11200","A032RC","1","National income","1979Q3","Current Dollars","Level","6","2,264,941","T11200",1979-07-01
"T11200","A032RC","1","National income","1979Q4","Current Dollars","Level","6","2,311,290","T11200",1979-10-01
"T11200","A032RC","1","National income","1980Q1","Current Dollars","Level","6","2,352,970","T11200",1980-01-01
"T11200","A032RC","1","National income","1980Q2","Current Dollars","Level","6","2,356,239","T11200",1980-04-01
"T11200","A032RC","1","National income","1980Q3","Current Dollars","Level","6","2,422,762","T11200",1980-07-01
"T11200","A032RC","1","National income","1980Q4","Current Dollars","Level","6","2,542,566","T11200",1980-10-01
"T11200","A032RC","1","National income","1981Q1","Current Dollars","Level","6","2,630,476","T11200",1981-01-01
"T11200","A032RC","1","National income","1981Q2","Current Dollars","Level","6","2,676,251","T11200",1981-04-01
"T11200","A032RC","1","National income","1981Q3","Current Dollars","Level","6","2,769,374","T11200",1981-07-01
"T11200","A032RC","1","National income","1981Q4","Current Dollars","Level","6","2,782,542","T11200",1981-10-01
"T11200","A032RC","1","National income","1982Q1","Current Dollars","Level","6","2,786,092","T11200",1982-01-01
"T11200","A032RC","1","National income","1982Q2","Current Dollars","Level","6","2,833,597","T11200",1982-04-01
"T11200","A032RC","1","National income","1982Q3","Current Dollars","Level","6","2,852,906","T11200",1982-07-01
"T11200","A032RC","1","National income","1982Q4","Current Dollars","Level","6","2,865,354","T11200",1982-10-01
"T11200","A032RC","1","National income","1983Q1","Current Dollars","Level","6","2,924,432","T11200",1983-01-01
"T11200","A032RC","1","National income","1983Q2","Current Dollars","Level","6","3,004,219","T11200",1983-04-01
"T11200","A032RC","1","National income","1983Q3","Current Dollars","Level","6","3,085,142","T11200",1983-07-01
"T11200","A032RC","1","National income","1983Q4","Current Dollars","Level","6","3,192,414","T11200",1983-10-01
"T11200","A032RC","1","National income","1984Q1","Current Dollars","Level","6","3,320,846","T11200",1984-01-01
"T11200","A032RC","1","National income","1984Q2","Current Dollars","Level","6","3,408,804","T11200",1984-04-01
"T11200","A032RC","1","National income","1984Q3","Current Dollars","Level","6","3,474,349","T11200",1984-07-01
"T11200","A032RC","1","National income","1984Q4","Current Dollars","Level","6","3,531,634","T11200",1984-10-01
"T11200","A032RC","1","National income","1985Q1","Current Dollars","Level","6","3,593,135","T11200",1985-01-01
"T11200","A032RC","1","National income","1985Q2","Current Dollars","Level","6","3,641,221","T11200",1985-04-01
"T11200","A032RC","1","National income","1985Q3","Current Dollars","Level","6","3,702,875","T11200",1985-07-01
"T11200","A032RC","1","National income","1985Q4","Current Dollars","Level","6","3,742,510","T11200",1985-10-01
"T11200","A032RC","1","National income","1986Q1","Current Dollars","Level","6","3,793,249","T11200",1986-01-01
"T11200","A032RC","1","National income","1986Q2","Current Dollars","Level","6","3,804,118","T11200",1986-04-01
"T11200","A032RC","1","National income","1986Q3","Current Dollars","Level","6","3,842,253","T11200",1986-07-01
"T11200","A032RC","1","National income","1986Q4","Current Dollars","Level","6","3,885,331","T11200",1986-10-01
"T11200","A032RC","1","National income","1987Q1","Current Dollars","Level","6","3,953,946","T11200",1987-01-01
"T11200","A032RC","1","National income","1987Q2","Current Dollars","Level","6","4,053,505","T11200",1987-04-01
"T11200","A032RC","1","National income","1987Q3","Current Dollars","Level","6","4,146,642","T11200",1987-07-01
"T11200","A032RC","1","National income","1987Q4","Current Dollars","Level","6","4,239,876","T11200",1987-10-01
"T11200","A032RC","1","National income","1988Q1","Current Dollars","Level","6","4,329,249","T11200",1988-01-01
"T11200","A032RC","1","National income","1988Q2","Current Dollars","Level","6","4,421,408","T11200",1988-04-01
"T11200","A032RC","1","National income","1988Q3","Current Dollars","Level","6","4,514,318","T11200",1988-07-01
"T11200","A032RC","1","National income","1988Q4","Current Dollars","Level","6","4,621,388","T11200",1988-10-01
"T11200","A032RC","1","National income","1989Q1","Current Dollars","Level","6","4,697,621","T11200",1989-01-01
"T11200","A032RC","1","National income","1989Q2","Current Dollars","Level","6","4,732,402","T11200",1989-04-01
"T11200","A032RC","1","National income","1989Q3","Current Dollars","Level","6","4,785,444","T11200",1989-07-01
"T11200","A032RC","1","National income","1989Q4","Current Dollars","Level","6","4,825,004","T11200",1989-10-01
"T11200","A032RC","1","National income","1990Q1","Current Dollars","Level","6","4,927,306","T11200",1990-01-01
"T11200","A032RC","1","National income","1990Q2","Current Dollars","Level","6","5,014,192","T11200",1990-04-01
"T11200","A032RC","1","National income","1990Q3","Current Dollars","Level","6","5,042,866","T11200",1990-07-01
"T11200","A032RC","1","National income","1990Q4","Current Dollars","Level","6","5,070,646","T11200",1990-10-01
"T11200","A032RC","1","National income","1991Q1","Current Dollars","Level","6","5,093,144","T11200",1991-01-01
"T11200","A032RC","1","National income","1991Q2","Current Dollars","Level","6","5,133,694","T11200",1991-04-01
"T11200","A032RC","1","National income","1991Q3","Current Dollars","Level","6","5,185,483","T11200",1991-07-01
"T11200","A032RC","1","National income","1991Q4","Current Dollars","Level","6","5,245,087","T11200",1991-10-01
"T11200","A032RC","1","National income","1992Q1","Current Dollars","Level","6","5,369,085","T11200",1992-01-01
"T11200","A032RC","1","National income","1992Q2","Current Dollars","Level","6","5,451,860","T11200",1992-04-01
"T11200","A032RC","1","National income","1992Q3","Current Dollars","Level","6","5,492,306","T11200",1992-07-01
"T11200","A032RC","1","National income","1992Q4","Current Dollars","Level","6","5,587,630","T11200",1992-10-01
"T11200","A032RC","1","National income","1993Q1","Current Dollars","Level","6","5,596,460","T11200",1993-01-01
"T11200","A032RC","1","National income","1993Q2","Current Dollars","Level","6","5,696,849","T11200",1993-04-01
"T11200","A032RC","1","National income","1993Q3","Current Dollars","Level","6","5,744,224","T11200",1993-07-01
"T11200","A032RC","1","National income","1993Q4","Current Dollars","Level","6","5,883,556","T11200",1993-10-01
"T11200","A032RC","1","National income","1994Q1","Current Dollars","Level","6","5,949,818","T11200",1994-01-01
"T11200","A032RC","1","National income","1994Q2","Current Dollars","Level","6","6,073,764","T11200",1994-04-01
"T11200","A032RC","1","National income","1994Q3","Current Dollars","Level","6","6,163,916","T11200",1994-07-01
"T11200","A032RC","1","National income","1994Q4","Current Dollars","Level","6","6,271,059","T11200",1994-10-01
"T11200","A032RC","1","National income","1995Q1","Current Dollars","Level","6","6,331,864","T11200",1995-01-01
"T11200","A032RC","1","National income","1995Q2","Current Dollars","Level","6","6,396,959","T11200",1995-04-01
"T11200","A032RC","1","National income","1995Q3","Current Dollars","Level","6","6,497,647","T11200",1995-07-01
"T11200","A032RC","1","National income","1995Q4","Current Dollars","Level","6","6,582,745","T11200",1995-10-01
"T11200","A032RC","1","National income","1996Q1","Current Dollars","Level","6","6,701,045","T11200",1996-01-01
"T11200","A032RC","1","National income","1996Q2","Current Dollars","Level","6","6,827,397","T11200",1996-04-01
"T11200","A032RC","1","National income","1996Q3","Current Dollars","Level","6","6,909,668","T11200",1996-07-01
"T11200","A032RC","1","National income","1996Q4","Current Dollars","Level","6","7,044,274","T11200",1996-10-01
"T11200","A032RC","1","National income","1997Q1","Current Dollars","Level","6","7,159,072","T11200",1997-01-01
"T11200","A032RC","1","National income","1997Q2","Current Dollars","Level","6","7,273,779","T11200",1997-04-01
"T11200","A032RC","1","National income","1997Q3","Current Dollars","Level","6","7,422,461","T11200",1997-07-01
"T11200","A032RC","1","National income","1997Q4","Current Dollars","Level","6","7,544,443","T11200",1997-10-01
"T11200","A032RC","1","National income","1998Q1","Current Dollars","Level","6","7,641,887","T11200",1998-01-01
"T11200","A032RC","1","National income","1998Q2","Current Dollars","Level","6","7,767,063","T11200",1998-04-01
"T11200","A032RC","1","National income","1998Q3","Current Dollars","Level","6","7,898,664","T11200",1998-07-01
"T11200","A032RC","1","National income","1998Q4","Current Dollars","Level","6","7,995,270","T11200",1998-10-01
"T11200","A032RC","1","National income","1999Q1","Current Dollars","Level","6","8,149,345","T11200",1999-01-01
"T11200","A032RC","1","National income","1999Q2","Current Dollars","Level","6","8,213,471","T11200",1999-04-01
"T11200","A032RC","1","National income","1999Q3","Current Dollars","Level","6","8,314,058","T11200",1999-07-01
"T11200","A032RC","1","National income","1999Q4","Current Dollars","Level","6","8,488,929","T11200",1999-10-01
"T11200","A032RC","1","National income","2000Q1","Current Dollars","Level","6","8,710,860","T11200",2000-01-01
"T11200","A032RC","1","National income","2000Q2","Current Dollars","Level","6","8,817,334","T11200",2000-04-01
"T11200","A032RC","1","National income","2000Q3","Current Dollars","Level","6","8,946,116","T11200",2000-07-01
"T11200","A032RC","1","National income","2000Q4","Current Dollars","Level","6","9,015,436","T11200",2000-10-01
"T11200","A032RC","1","National income","2001Q1","Current Dollars","Level","6","9,157,891","T11200",2001-01-01
"T11200","A032RC","1","National income","2001Q2","Current Dollars","Level","6","9,183,180","T11200",2001-04-01
"T11200","A032RC","1","National income","2001Q3","Current Dollars","Level","6","9,124,797","T11200",2001-07-01
"T11200","A032RC","1","National income","2001Q4","Current Dollars","Level","6","9,120,340","T11200",2001-10-01
"T11200","A032RC","1","National income","2002Q1","Current Dollars","Level","6","9,237,382","T11200",2002-01-01
"T11200","A032RC","1","National income","2002Q2","Current Dollars","Level","6","9,345,298","T11200",2002-04-01
"T11200","A032RC","1","National income","2002Q3","Current Dollars","Level","6","9,425,117","T11200",2002-07-01
"T11200","A032RC","1","National income","2002Q4","Current Dollars","Level","6","9,569,200","T11200",2002-10-01
"T11200","A032RC","1","National income","2003Q1","Current Dollars","Level","6","9,589,513","T11200",2003-01-01
"T11200","A032RC","1","National income","2003Q2","Current Dollars","Level","6","9,721,020","T11200",2003-04-01
"T11200","A032RC","1","National income","2003Q3","Current Dollars","Level","6","9,889,335","T11200",2003-07-01
"T11200","A032RC","1","National income","2003Q4","Current Dollars","Level","6","10,063,193","T11200",2003-10-01
"T11200","A032RC","1","National income","2004Q1","Current Dollars","Level","6","10,237,019","T11200",2004-01-01
"T11200","A032RC","1","National income","2004Q2","Current Dollars","Level","6","10,414,153","T11200",2004-04-01
"T11200","A032RC","1","National income","2004Q3","Current Dollars","Level","6","10,617,025","T11200",2004-07-01
"T11200","A032RC","1","National income","2004Q4","Current Dollars","Level","6","10,715,071","T11200",2004-10-01
"T11200","A032RC","1","National income","2005Q1","Current Dollars","Level","6","10,919,954","T11200",2005-01-01
"T11200","A032RC","1","National income","2005Q2","Current Dollars","Level","6","11,085,726","T11200",2005-04-01
"T11200","A032RC","1","National income","2005Q3","Current Dollars","Level","6","11,270,052","T11200",2005-07-01
"T11200","A032RC","1","National income","2005Q4","Current Dollars","Level","6","11,506,251","T11200",2005-10-01
"T11200","A032RC","1","National income","2006Q1","Current Dollars","Level","6","11,776,816","T11200",2006-01-01
"T11200","A032RC","1","National income","2006Q2","Current Dollars","Level","6","11,909,704","T11200",2006-04-01
"T11200","A032RC","1","National income","2006Q3","Current Dollars","Level","6","12,014,717","T11200",2006-07-01
"T11200","A032RC","1","National income","2006Q4","Current Dollars","Level","6","12,067,806","T11200",2006-10-01
"T11200","A032RC","1","National income","2007Q1","Current Dollars","Level","6","12,163,714","T11200",2007-01-01
"T11200","A032RC","1","National income","2007Q2","Current Dollars","Level","6","12,322,175","T11200",2007-04-01
"T11200","A032RC","1","National income","2007Q3","Current Dollars","Level","6","12,309,326","T11200",2007-07-01
"T11200","A032RC","1","National income","2007Q4","Current Dollars","Level","6","12,393,970","T11200",2007-10-01
"T11200","A032RC","1","National income","2008Q1","Current Dollars","Level","6","12,399,124","T11200",2008-01-01
"T11200","A032RC","1","National income","2008Q2","Current Dollars","Level","6","12,423,744","T11200",2008-04-01
"T11200","A032RC","1","National income","2008Q3","Current Dollars","Level","6","12,505,975","T11200",2008-07-01
"T11200","A032RC","1","National income","2008Q4","Current Dollars","Level","6","12,108,235","T11200",2008-10-01
"T11200","A032RC","1","National income","2009Q1","Current Dollars","Level","6","11,889,379","T11200",2009-01-01
"T11200","A032RC","1","National income","2009Q2","Current Dollars","Level","6","11,933,279","T11200",2009-04-01
"T11200","A032RC","1","National income","2009Q3","Current Dollars","Level","6","12,076,539","T11200",2009-07-01
"T11200","A032RC","1","National income","2009Q4","Current Dollars","Level","6","12,319,979","T11200",2009-10-01
"T11200","A032RC","1","National income","2010Q1","Current Dollars","Level","6","12,467,655","T11200",2010-01-01
"T11200","A032RC","1","National income","2010Q2","Current Dollars","Level","6","12,676,385","T11200",2010-04-01
"T11200","A032RC","1","National income","2010Q3","Current Dollars","Level","6","12,929,602","T11200",2010-07-01
"T11200","A032RC","1","National income","2010Q4","Current Dollars","Level","6","13,050,945","T11200",2010-10-01
"T11200","A032RC","1","National income","2011Q1","Current Dollars","Level","6","13,130,771","T11200",2011-01-01
"T11200","A032RC","1","National income","2011Q2","Current Dollars","Level","6","13,319,348","T11200",2011-04-01
"T11200","A032RC","1","National income","2011Q3","Current Dollars","Level","6","13,447,616","T11200",2011-07-01
"T11200","A032RC","1","National income","2011Q4","Current Dollars","Level","6","13,604,309","T11200",2011-10-01
"T11200","A032RC","1","National income","2012Q1","Current Dollars","Level","6","13,999,240","T11200",2012-01-01
"T11200","A032RC","1","National income","2012Q2","Current Dollars","Level","6","14,081,034","T11200",2012-04-01
"T11200","A032RC","1","National income","2012Q3","Current Dollars","Level","6","14,016,459","T11200",2012-07-01
"T11200","A032RC","1","National income","2012Q4","Current Dollars","Level","6","14,301,658","T11200",2012-10-01
"T11200","A032RC","1","National income","2013Q1","Current Dollars","Level","6","14,324,056","T11200",2013-01-01
"T11200","A032RC","1","National income","2013Q2","Current Dollars","Level","6","14,464,727","T11200",2013-04-01
"T11200","A032RC","1","National income","2013Q3","Current Dollars","Level","6","14,536,064","T11200",2013-07-01
"T11200","A032RC","1","National income","2013Q4","Current Dollars","Level","6","14,703,610","T11200",2013-10-01
"T11200","A032RC","1","National income","2014Q1","Current Dollars","Level","6","14,825,858","T11200",2014-01-01
"T11200","A032RC","1","National income","2014Q2","Current Dollars","Level","6","15,140,666","T11200",2014-04-01
"T11200","A032RC","1","National income","2014Q3","Current Dollars","Level","6","15,412,426","T11200",2014-07-01
"T11200","A032RC","1","National income","2014Q4","Current Dollars","Level","6","15,533,320","T11200",2014-10-01
"T11200","A032RC","1","National income","2015Q1","Current Dollars","Level","6","15,604,631","T11200",2015-01-01
"T11200","A032RC","1","National income","2015Q2","Current Dollars","Level","6","15,746,881","T11200",2015-04-01
"T11200","A032RC","1","National income","2015Q3","Current Dollars","Level","6","15,807,752","T11200",2015-07-01
"T11200","A032RC","1","National income","2015Q4","Current Dollars","Level","6","15,838,830","T11200",2015-10-01
"T11200","A032RC","1","National income","2016Q1","Current Dollars","Level","6","15,905,139","T11200",2016-01-01
"T11200","A032RC","1","National income","2016Q2","Current Dollars","Level","6","15,911,072","T11200",2016-04-01
"T11200","A032RC","1","National income","2016Q3","Current Dollars","Level","6","16,056,204","T11200",2016-07-01
"T11200","A032RC","1","National income","2016Q4","Current Dollars","Level","6","16,261,215","T11200",2016-10-01
"T11200","A032RC","1","National income","2017Q1","Current Dollars","Level","6","16,474,057","T11200",2017-01-01
