week_start_date,industry,naics_code,lower_bound,median,upper_bound
2/5/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-8.8,-3.3,3.1
2/12/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-9.8,-4.1,2
2/19/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-5.4,0.4,6.7
2/26/2020,"Automotive Parts, Accessories, and Tire Stores",4413,5.4,11.5,18.5
3/4/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-0.8,5.3,12.1
3/11/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-9.7,-4.4,1.9
3/18/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-24.6,-20.4,-15.7
3/25/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-27.1,-22.7,-17.9
4/1/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-25.7,-21.1,-15.9
4/8/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-25.7,-21,-16.3
4/15/2020,"Automotive Parts, Accessories, and Tire Stores",4413,1.7,8.2,14.8
4/22/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-4.2,1.5,7.7
4/29/2020,"Automotive Parts, Accessories, and Tire Stores",4413,4.1,10.9,17.1
5/6/2020,"Automotive Parts, Accessories, and Tire Stores",4413,0.2,6.3,12.4
5/13/2020,"Automotive Parts, Accessories, and Tire Stores",4413,8.6,15.2,22.2
5/20/2020,"Automotive Parts, Accessories, and Tire Stores",4413,7.5,14.6,21
5/27/2020,"Automotive Parts, Accessories, and Tire Stores",4413,11.5,18.3,25.3
6/3/2020,"Automotive Parts, Accessories, and Tire Stores",4413,12.3,19.1,27
6/10/2020,"Automotive Parts, Accessories, and Tire Stores",4413,11.8,18.9,26.2
6/17/2020,"Automotive Parts, Accessories, and Tire Stores",4413,7.2,13.4,20.4
6/24/2020,"Automotive Parts, Accessories, and Tire Stores",4413,10.1,17.2,24.2
7/1/2020,"Automotive Parts, Accessories, and Tire Stores",4413,13.1,20.1,27.5
7/8/2020,"Automotive Parts, Accessories, and Tire Stores",4413,8.7,15.5,22.6
7/15/2020,"Automotive Parts, Accessories, and Tire Stores",4413,5.7,12,18.6
7/22/2020,"Automotive Parts, Accessories, and Tire Stores",4413,10.3,16.8,24
7/29/2020,"Automotive Parts, Accessories, and Tire Stores",4413,9.6,16,23.5
8/5/2020,"Automotive Parts, Accessories, and Tire Stores",4413,11.3,18,25.4
8/12/2020,"Automotive Parts, Accessories, and Tire Stores",4413,9.4,16.2,23.1
8/19/2020,"Automotive Parts, Accessories, and Tire Stores",4413,8,14.1,21.9
8/26/2020,"Automotive Parts, Accessories, and Tire Stores",4413,8.2,14.3,21.2
9/2/2020,"Automotive Parts, Accessories, and Tire Stores",4413,5.4,12.3,19.7
9/9/2020,"Automotive Parts, Accessories, and Tire Stores",4413,9.2,15.6,23
9/16/2020,"Automotive Parts, Accessories, and Tire Stores",4413,8,15.3,22.1
9/23/2020,"Automotive Parts, Accessories, and Tire Stores",4413,6.6,12.6,19.9
9/30/2020,"Automotive Parts, Accessories, and Tire Stores",4413,7.6,13.9,21
10/7/2020,"Automotive Parts, Accessories, and Tire Stores",4413,1.5,7.8,13.9
10/14/2020,"Automotive Parts, Accessories, and Tire Stores",4413,1.5,8.1,14.6
10/21/2020,"Automotive Parts, Accessories, and Tire Stores",4413,0.6,7,13.1
10/28/2020,"Automotive Parts, Accessories, and Tire Stores",4413,1.3,7.4,14.1
11/4/2020,"Automotive Parts, Accessories, and Tire Stores",4413,0.2,6.1,12.1
11/11/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-2.8,3,9
11/18/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-1.4,4,10.4
11/25/2020,"Automotive Parts, Accessories, and Tire Stores",4413,0.4,6.5,13.9
12/2/2020,"Automotive Parts, Accessories, and Tire Stores",4413,3.6,9.8,17.1
12/9/2020,"Automotive Parts, Accessories, and Tire Stores",4413,9.1,16.3,23.4
12/16/2020,"Automotive Parts, Accessories, and Tire Stores",4413,4.6,10.7,18.1
12/23/2020,"Automotive Parts, Accessories, and Tire Stores",4413,-4.5,1.6,8.4
12/30/2020,"Automotive Parts, Accessories, and Tire Stores",4413,6.9,13.4,20.2
1/6/2021,"Automotive Parts, Accessories, and Tire Stores",4413,14.1,20.6,28
1/13/2021,"Automotive Parts, Accessories, and Tire Stores",4413,8.4,14.5,21.6
1/20/2021,"Automotive Parts, Accessories, and Tire Stores",4413,6.6,12.8,19.2
1/27/2021,"Automotive Parts, Accessories, and Tire Stores",4413,3.8,9.5,16.1
2/3/2021,"Automotive Parts, Accessories, and Tire Stores",4413,1.7,8.3,14.7
2/10/2021,"Automotive Parts, Accessories, and Tire Stores",4413,-3.3,2.1,8.9
2/17/2021,"Automotive Parts, Accessories, and Tire Stores",4413,-1.4,4.8,11.2
2/24/2021,"Automotive Parts, Accessories, and Tire Stores",4413,9.5,16.5,23.8
3/3/2021,"Automotive Parts, Accessories, and Tire Stores",4413,11.1,18.7,25.9
3/10/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.3,26.5,33.8
3/17/2021,"Automotive Parts, Accessories, and Tire Stores",4413,35.8,44,52.2
3/24/2021,"Automotive Parts, Accessories, and Tire Stores",4413,22.4,29.7,38.1
3/31/2021,"Automotive Parts, Accessories, and Tire Stores",4413,18.6,26.1,34
4/7/2021,"Automotive Parts, Accessories, and Tire Stores",4413,26.6,34.2,42.2
4/14/2021,"Automotive Parts, Accessories, and Tire Stores",4413,20.1,27.5,35
4/21/2021,"Automotive Parts, Accessories, and Tire Stores",4413,17.1,24.2,31.7
4/28/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.2,26.1,34
5/5/2021,"Automotive Parts, Accessories, and Tire Stores",4413,11.9,19.1,26.3
5/12/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.4,22.7,30.6
5/19/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.8,22.6,30.1
5/26/2021,"Automotive Parts, Accessories, and Tire Stores",4413,13.6,20.1,27.8
6/2/2021,"Automotive Parts, Accessories, and Tire Stores",4413,17,24.4,31.6
6/9/2021,"Automotive Parts, Accessories, and Tire Stores",4413,18,26,33.8
6/16/2021,"Automotive Parts, Accessories, and Tire Stores",4413,13.8,20.6,28.1
6/23/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.7,23.1,30.3
6/30/2021,"Automotive Parts, Accessories, and Tire Stores",4413,21.5,29.1,37.4
7/7/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.1,22.3,29.6
7/14/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.6,22.7,30.1
7/21/2021,"Automotive Parts, Accessories, and Tire Stores",4413,14.7,21.7,29.3
7/28/2021,"Automotive Parts, Accessories, and Tire Stores",4413,16.1,22.9,31.6
8/4/2021,"Automotive Parts, Accessories, and Tire Stores",4413,16.1,23.5,31
8/11/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.8,22.9,30.9
8/18/2021,"Automotive Parts, Accessories, and Tire Stores",4413,15.7,22.4,30
8/25/2021,"Automotive Parts, Accessories, and Tire Stores",4413,14.7,21.7,29.6
9/1/2021,"Automotive Parts, Accessories, and Tire Stores",4413,16.7,24.2,31.5
9/8/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.7,27,34.6
9/15/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.2,26.1,33.9
9/22/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.3,26.8,34.1
9/29/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.3,26.5,34.3
10/6/2021,"Automotive Parts, Accessories, and Tire Stores",4413,16.6,23.8,31.6
10/13/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.4,26.3,34.5
10/20/2021,"Automotive Parts, Accessories, and Tire Stores",4413,18.5,25.6,33.1
10/27/2021,"Automotive Parts, Accessories, and Tire Stores",4413,16,22.7,30.3
11/3/2021,"Automotive Parts, Accessories, and Tire Stores",4413,17.4,24.5,32.2
11/10/2021,"Automotive Parts, Accessories, and Tire Stores",4413,13.7,20.8,28.5
11/17/2021,"Automotive Parts, Accessories, and Tire Stores",4413,13.1,20.1,27.5
11/24/2021,"Automotive Parts, Accessories, and Tire Stores",4413,7.2,13.5,20.8
12/1/2021,"Automotive Parts, Accessories, and Tire Stores",4413,18.9,26.2,33.6
12/8/2021,"Automotive Parts, Accessories, and Tire Stores",4413,20.2,27.2,34.9
12/15/2021,"Automotive Parts, Accessories, and Tire Stores",4413,19.6,27.4,35.2
12/22/2021,"Automotive Parts, Accessories, and Tire Stores",4413,6.2,12.9,19.9
12/29/2021,"Automotive Parts, Accessories, and Tire Stores",4413,12.6,19.2,26.3
1/5/2022,"Automotive Parts, Accessories, and Tire Stores",4413,22.4,29.7,37
1/12/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.8,24.6,32.1
1/19/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.7,26.9,33.8
1/26/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.7,24.1,31.6
2/2/2022,"Automotive Parts, Accessories, and Tire Stores",4413,8.2,15.6,22.4
2/9/2022,"Automotive Parts, Accessories, and Tire Stores",4413,10.5,16.8,24.1
2/16/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18,25,32.8
2/23/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21.4,28.6,36.7
3/2/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.6,25,32.3
3/9/2022,"Automotive Parts, Accessories, and Tire Stores",4413,12.8,19.9,27.6
3/16/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18.1,25.8,34.5
3/23/2022,"Automotive Parts, Accessories, and Tire Stores",4413,13.3,19.6,27
3/30/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18.1,25.1,33.6
4/6/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.4,27.1,34.8
4/13/2022,"Automotive Parts, Accessories, and Tire Stores",4413,10.2,17.3,25.2
4/20/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21,28.6,36.3
4/27/2022,"Automotive Parts, Accessories, and Tire Stores",4413,20.2,26.8,34.6
5/4/2022,"Automotive Parts, Accessories, and Tire Stores",4413,13.8,20.9,28.1
5/11/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.2,25.8,33.4
5/18/2022,"Automotive Parts, Accessories, and Tire Stores",4413,16.7,24.1,32
5/25/2022,"Automotive Parts, Accessories, and Tire Stores",4413,14.8,21.6,29.4
6/1/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.1,26.4,34.4
6/8/2022,"Automotive Parts, Accessories, and Tire Stores",4413,16.7,23.9,31.9
6/15/2022,"Automotive Parts, Accessories, and Tire Stores",4413,13.4,20.6,27.9
6/22/2022,"Automotive Parts, Accessories, and Tire Stores",4413,15.4,23,30
6/29/2022,"Automotive Parts, Accessories, and Tire Stores",4413,5.8,12.1,18.8
7/6/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18.5,25.6,33.7
7/13/2022,"Automotive Parts, Accessories, and Tire Stores",4413,15.4,22.2,29.7
7/20/2022,"Automotive Parts, Accessories, and Tire Stores",4413,14.4,21.3,29
7/27/2022,"Automotive Parts, Accessories, and Tire Stores",4413,15.9,22.6,30.1
8/3/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.9,26.9,34.7
8/10/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21,28.1,36.2
8/17/2022,"Automotive Parts, Accessories, and Tire Stores",4413,16.5,23.8,31.3
8/24/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.4,24.8,32.4
8/31/2022,"Automotive Parts, Accessories, and Tire Stores",4413,14.9,21.6,28.9
9/7/2022,"Automotive Parts, Accessories, and Tire Stores",4413,22.1,29.7,37.6
9/14/2022,"Automotive Parts, Accessories, and Tire Stores",4413,19.8,27.4,35.6
9/21/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21.7,29.3,36.7
9/28/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18.5,25.6,33.5
10/5/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21.4,29.3,37.4
10/12/2022,"Automotive Parts, Accessories, and Tire Stores",4413,21.2,28.1,35.7
10/19/2022,"Automotive Parts, Accessories, and Tire Stores",4413,18.5,25.4,33.4
10/26/2022,"Automotive Parts, Accessories, and Tire Stores",4413,16.5,23.3,30.9
11/2/2022,"Automotive Parts, Accessories, and Tire Stores",4413,13.4,20.3,27.8
11/9/2022,"Automotive Parts, Accessories, and Tire Stores",4413,16,22.9,30.5
11/16/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.3,24.5,32.5
11/23/2022,"Automotive Parts, Accessories, and Tire Stores",4413,2.2,8.4,15.3
11/30/2022,"Automotive Parts, Accessories, and Tire Stores",4413,17.5,24.8,33.2
12/7/2022,"Automotive Parts, Accessories, and Tire Stores",4413,20.3,28.2,36.1
12/14/2022,"Automotive Parts, Accessories, and Tire Stores",4413,22.8,30.1,38.2
12/21/2022,"Automotive Parts, Accessories, and Tire Stores",4413,6.7,13.2,19.9
12/28/2022,"Automotive Parts, Accessories, and Tire Stores",4413,25.5,33.1,41.2
1/4/2023,"Automotive Parts, Accessories, and Tire Stores",4413,23.5,30.8,38.2
1/11/2023,"Automotive Parts, Accessories, and Tire Stores",4413,21.1,28,35.9
1/18/2023,"Automotive Parts, Accessories, and Tire Stores",4413,16.8,23.7,30.7
1/25/2023,"Automotive Parts, Accessories, and Tire Stores",4413,14.9,21.8,28.5
2/1/2023,"Automotive Parts, Accessories, and Tire Stores",4413,13.8,20.9,28.2
2/8/2023,"Automotive Parts, Accessories, and Tire Stores",4413,13.6,20,27.7
2/15/2023,"Automotive Parts, Accessories, and Tire Stores",4413,17.7,24.7,32.6
2/22/2023,"Automotive Parts, Accessories, and Tire Stores",4413,28.3,35.8,45
3/1/2023,"Automotive Parts, Accessories, and Tire Stores",4413,19.8,30.3,41.3
2/5/2020,Furniture and Home Furnishings Stores,442,-15.5,-6.5,3
2/12/2020,Furniture and Home Furnishings Stores,442,-7.6,1.4,12.4
2/19/2020,Furniture and Home Furnishings Stores,442,-12.8,-3.8,6.5
2/26/2020,Furniture and Home Furnishings Stores,442,3.9,14.4,26.4
3/4/2020,Furniture and Home Furnishings Stores,442,-9.8,-0.9,9.2
3/11/2020,Furniture and Home Furnishings Stores,442,-21,-12.5,-3.8
3/18/2020,Furniture and Home Furnishings Stores,442,-47.6,-42.2,-36.3
3/25/2020,Furniture and Home Furnishings Stores,442,-62.2,-58.2,-54.1
4/1/2020,Furniture and Home Furnishings Stores,442,-57.1,-52.3,-47.7
4/8/2020,Furniture and Home Furnishings Stores,442,-59.7,-55.2,-50.5
4/15/2020,Furniture and Home Furnishings Stores,442,-42.6,-36.5,-30.1
4/22/2020,Furniture and Home Furnishings Stores,442,-43.9,-38,-31.9
4/29/2020,Furniture and Home Furnishings Stores,442,-29,-21.7,-14.3
5/6/2020,Furniture and Home Furnishings Stores,442,-27.1,-19.8,-11.8
5/13/2020,Furniture and Home Furnishings Stores,442,-11,-1.4,8.7
5/20/2020,Furniture and Home Furnishings Stores,442,-4.5,5.3,16.9
5/27/2020,Furniture and Home Furnishings Stores,442,-4.1,5.6,16.6
6/3/2020,Furniture and Home Furnishings Stores,442,5,15.5,27.3
6/10/2020,Furniture and Home Furnishings Stores,442,6.2,17.9,29.7
6/17/2020,Furniture and Home Furnishings Stores,442,2.3,13.7,25.2
6/24/2020,Furniture and Home Furnishings Stores,442,7.3,18.8,31.1
7/1/2020,Furniture and Home Furnishings Stores,442,12.3,22.6,35.8
7/8/2020,Furniture and Home Furnishings Stores,442,-3.6,6.1,16.7
7/15/2020,Furniture and Home Furnishings Stores,442,1.6,12.7,24.9
7/22/2020,Furniture and Home Furnishings Stores,442,4.7,15.7,28.1
7/29/2020,Furniture and Home Furnishings Stores,442,8.8,20.2,33.4
8/5/2020,Furniture and Home Furnishings Stores,442,3.5,14.5,26
8/12/2020,Furniture and Home Furnishings Stores,442,6.8,17.4,29.3
8/19/2020,Furniture and Home Furnishings Stores,442,5.2,16.7,28.5
8/26/2020,Furniture and Home Furnishings Stores,442,12.4,24.5,37.9
9/2/2020,Furniture and Home Furnishings Stores,442,12.5,24.9,37.6
9/9/2020,Furniture and Home Furnishings Stores,442,3.7,14.6,26.3
9/16/2020,Furniture and Home Furnishings Stores,442,3.8,14.7,26.5
9/23/2020,Furniture and Home Furnishings Stores,442,4,14.1,25.7
9/30/2020,Furniture and Home Furnishings Stores,442,8,18.8,30
10/7/2020,Furniture and Home Furnishings Stores,442,-3.6,6.1,17
10/14/2020,Furniture and Home Furnishings Stores,442,0.6,10.5,21.4
10/21/2020,Furniture and Home Furnishings Stores,442,-3,7.6,18.3
10/28/2020,Furniture and Home Furnishings Stores,442,-2.3,7.7,19.3
11/4/2020,Furniture and Home Furnishings Stores,442,-10.5,-0.8,9.4
11/11/2020,Furniture and Home Furnishings Stores,442,-3.9,6.8,18.1
11/18/2020,Furniture and Home Furnishings Stores,442,-3.4,6.6,16.9
11/25/2020,Furniture and Home Furnishings Stores,442,3.4,13.7,25
12/2/2020,Furniture and Home Furnishings Stores,442,8.4,20.1,32.9
12/9/2020,Furniture and Home Furnishings Stores,442,2.1,13.3,24.7
12/16/2020,Furniture and Home Furnishings Stores,442,-3.4,6.2,16.7
12/23/2020,Furniture and Home Furnishings Stores,442,-12.9,-2.7,8
12/30/2020,Furniture and Home Furnishings Stores,442,13.6,24.9,37
1/6/2021,Furniture and Home Furnishings Stores,442,13.5,24.4,35.8
1/13/2021,Furniture and Home Furnishings Stores,442,16.7,28.7,40.7
1/20/2021,Furniture and Home Furnishings Stores,442,11.3,22.2,33.8
1/27/2021,Furniture and Home Furnishings Stores,442,7.7,18.5,29.9
2/3/2021,Furniture and Home Furnishings Stores,442,-2.2,8.2,20
2/10/2021,Furniture and Home Furnishings Stores,442,-8.7,1,10.9
2/17/2021,Furniture and Home Furnishings Stores,442,-2.9,7.1,18.7
2/24/2021,Furniture and Home Furnishings Stores,442,8.4,19.5,32.4
3/3/2021,Furniture and Home Furnishings Stores,442,11.7,23.4,35.4
3/10/2021,Furniture and Home Furnishings Stores,442,16.9,29.1,43.2
3/17/2021,Furniture and Home Furnishings Stores,442,32.5,46.9,61.5
3/24/2021,Furniture and Home Furnishings Stores,442,17.1,28.7,41.8
3/31/2021,Furniture and Home Furnishings Stores,442,14.7,27.1,40.1
4/7/2021,Furniture and Home Furnishings Stores,442,26.3,39.5,53.2
4/14/2021,Furniture and Home Furnishings Stores,442,26.7,39.6,54.1
4/21/2021,Furniture and Home Furnishings Stores,442,21.9,35,49.3
4/28/2021,Furniture and Home Furnishings Stores,442,19.9,31.8,44.8
5/5/2021,Furniture and Home Furnishings Stores,442,7.1,17.7,29
5/12/2021,Furniture and Home Furnishings Stores,442,9.9,21.2,33.9
5/19/2021,Furniture and Home Furnishings Stores,442,9.5,20.5,33.2
5/26/2021,Furniture and Home Furnishings Stores,442,20.2,33.2,47.1
6/2/2021,Furniture and Home Furnishings Stores,442,15.4,27.7,41.7
6/9/2021,Furniture and Home Furnishings Stores,442,12.4,23.6,36.1
6/16/2021,Furniture and Home Furnishings Stores,442,8.4,19.6,31.4
6/23/2021,Furniture and Home Furnishings Stores,442,12,23.7,37
6/30/2021,Furniture and Home Furnishings Stores,442,17.9,29.4,43.4
7/7/2021,Furniture and Home Furnishings Stores,442,7,18.1,30
7/14/2021,Furniture and Home Furnishings Stores,442,10.4,20.5,33.6
7/21/2021,Furniture and Home Furnishings Stores,442,8.1,19,30.9
7/28/2021,Furniture and Home Furnishings Stores,442,12.5,24,37.1
8/4/2021,Furniture and Home Furnishings Stores,442,6.8,17.8,30.5
8/11/2021,Furniture and Home Furnishings Stores,442,11.4,22.9,36.4
8/18/2021,Furniture and Home Furnishings Stores,442,6.8,18,30.2
8/25/2021,Furniture and Home Furnishings Stores,442,8.1,19.7,32.4
9/1/2021,Furniture and Home Furnishings Stores,442,22.5,36,49.7
9/8/2021,Furniture and Home Furnishings Stores,442,6.9,18.6,31.3
9/15/2021,Furniture and Home Furnishings Stores,442,11.2,22,34.3
9/22/2021,Furniture and Home Furnishings Stores,442,10.8,21.4,33.9
9/29/2021,Furniture and Home Furnishings Stores,442,13.7,25.6,39
10/6/2021,Furniture and Home Furnishings Stores,442,6.1,16.4,27.7
10/13/2021,Furniture and Home Furnishings Stores,442,8.9,20.7,33.9
10/20/2021,Furniture and Home Furnishings Stores,442,11.6,23,36.4
10/27/2021,Furniture and Home Furnishings Stores,442,4.8,15.5,26.6
11/3/2021,Furniture and Home Furnishings Stores,442,4.3,15.5,27.3
11/10/2021,Furniture and Home Furnishings Stores,442,3.4,13.9,25.8
11/17/2021,Furniture and Home Furnishings Stores,442,3.7,14.2,26.1
11/24/2021,Furniture and Home Furnishings Stores,442,1.5,11.7,23.4
12/1/2021,Furniture and Home Furnishings Stores,442,18,30.8,43.9
12/8/2021,Furniture and Home Furnishings Stores,442,9.4,19.9,32.1
12/15/2021,Furniture and Home Furnishings Stores,442,7.6,17.7,29.6
12/22/2021,Furniture and Home Furnishings Stores,442,-10.9,-1.6,8.2
12/29/2021,Furniture and Home Furnishings Stores,442,2.1,13.1,23.5
1/5/2022,Furniture and Home Furnishings Stores,442,12.5,22.4,34.2
1/12/2022,Furniture and Home Furnishings Stores,442,12.7,23.6,36.4
1/19/2022,Furniture and Home Furnishings Stores,442,15.6,25.8,39.4
1/26/2022,Furniture and Home Furnishings Stores,442,11.9,22.6,33.6
2/2/2022,Furniture and Home Furnishings Stores,442,2.7,12.3,23.6
2/9/2022,Furniture and Home Furnishings Stores,442,4.1,14.1,26.6
2/16/2022,Furniture and Home Furnishings Stores,442,12.3,23.8,36.5
2/23/2022,Furniture and Home Furnishings Stores,442,16,27.5,41.4
3/2/2022,Furniture and Home Furnishings Stores,442,6.3,17.5,29.2
3/9/2022,Furniture and Home Furnishings Stores,442,4.9,15.5,28.4
3/16/2022,Furniture and Home Furnishings Stores,442,6,16.8,28.7
3/23/2022,Furniture and Home Furnishings Stores,442,4.7,16.2,28
3/30/2022,Furniture and Home Furnishings Stores,442,17.4,28.9,41.8
4/6/2022,Furniture and Home Furnishings Stores,442,12.7,24.7,37.5
4/13/2022,Furniture and Home Furnishings Stores,442,-0.7,9.7,20.9
4/20/2022,Furniture and Home Furnishings Stores,442,13.5,25.3,38
4/27/2022,Furniture and Home Furnishings Stores,442,13.6,25,37.5
5/4/2022,Furniture and Home Furnishings Stores,442,-0.9,8.7,19.5
5/11/2022,Furniture and Home Furnishings Stores,442,0.4,10.8,21
5/18/2022,Furniture and Home Furnishings Stores,442,3.1,13.3,24.5
5/25/2022,Furniture and Home Furnishings Stores,442,9.7,20.4,33
6/1/2022,Furniture and Home Furnishings Stores,442,11.6,22.7,35.4
6/8/2022,Furniture and Home Furnishings Stores,442,0.7,10.9,22.5
6/15/2022,Furniture and Home Furnishings Stores,442,0.8,10.7,21.9
6/22/2022,Furniture and Home Furnishings Stores,442,2.2,13.6,25.4
6/29/2022,Furniture and Home Furnishings Stores,442,5.9,16.1,28.7
7/6/2022,Furniture and Home Furnishings Stores,442,3.2,14.1,25.7
7/13/2022,Furniture and Home Furnishings Stores,442,0.8,11.2,22.5
7/20/2022,Furniture and Home Furnishings Stores,442,1.2,11.5,23
7/27/2022,Furniture and Home Furnishings Stores,442,5.8,16.1,28.2
8/3/2022,Furniture and Home Furnishings Stores,442,5.3,17.1,29.2
8/10/2022,Furniture and Home Furnishings Stores,442,5.5,16.5,28.5
8/17/2022,Furniture and Home Furnishings Stores,442,3,13.9,26.2
8/24/2022,Furniture and Home Furnishings Stores,442,6.5,17.4,30.1
8/31/2022,Furniture and Home Furnishings Stores,442,18.7,30.5,44.1
9/7/2022,Furniture and Home Furnishings Stores,442,2.3,12.7,24.3
9/14/2022,Furniture and Home Furnishings Stores,442,-3.2,6.7,16.3
9/21/2022,Furniture and Home Furnishings Stores,442,0.3,10.5,23.2
9/28/2022,Furniture and Home Furnishings Stores,442,-0.5,9.6,21.1
10/5/2022,Furniture and Home Furnishings Stores,442,-3.1,7.2,18.4
10/12/2022,Furniture and Home Furnishings Stores,442,-0.2,10.6,21.7
10/19/2022,Furniture and Home Furnishings Stores,442,0.3,9.8,20.7
10/26/2022,Furniture and Home Furnishings Stores,442,1.2,11.4,22.6
11/2/2022,Furniture and Home Furnishings Stores,442,-6.9,2.4,13.1
11/9/2022,Furniture and Home Furnishings Stores,442,-4.8,4.5,14.8
11/16/2022,Furniture and Home Furnishings Stores,442,-4.6,5.3,16.8
11/23/2022,Furniture and Home Furnishings Stores,442,-4.2,5.1,16.1
11/30/2022,Furniture and Home Furnishings Stores,442,7.4,18.1,30.7
12/7/2022,Furniture and Home Furnishings Stores,442,0.7,10.8,22.8
12/14/2022,Furniture and Home Furnishings Stores,442,-3.5,7.6,18.7
12/21/2022,Furniture and Home Furnishings Stores,442,-25.2,-17.6,-9
12/28/2022,Furniture and Home Furnishings Stores,442,-1,9.5,21.4
1/4/2023,Furniture and Home Furnishings Stores,442,1.8,12.1,22.7
1/11/2023,Furniture and Home Furnishings Stores,442,7.2,18.1,29.8
1/18/2023,Furniture and Home Furnishings Stores,442,5.7,15.2,26.7
1/25/2023,Furniture and Home Furnishings Stores,442,-3.4,6.9,17
2/1/2023,Furniture and Home Furnishings Stores,442,-3.8,5.7,16.7
2/8/2023,Furniture and Home Furnishings Stores,442,-4.9,4.4,15.3
2/15/2023,Furniture and Home Furnishings Stores,442,2.9,13.6,25.6
2/22/2023,Furniture and Home Furnishings Stores,442,10.1,21.8,34.8
3/1/2023,Furniture and Home Furnishings Stores,442,2.8,18.4,35.2
2/5/2020,Electronics and Appliance Stores,443,-12.4,-4.7,3.7
2/12/2020,Electronics and Appliance Stores,443,-10.6,-2.3,5.9
2/19/2020,Electronics and Appliance Stores,443,-10,-2.1,5.8
2/26/2020,Electronics and Appliance Stores,443,6.9,15.2,25.3
3/4/2020,Electronics and Appliance Stores,443,-7.8,-0.2,8
3/11/2020,Electronics and Appliance Stores,443,-7.1,0.9,9.6
3/18/2020,Electronics and Appliance Stores,443,-16.9,-10.2,-2.6
3/25/2020,Electronics and Appliance Stores,443,-13.7,-6.5,1.2
4/1/2020,Electronics and Appliance Stores,443,-1.6,6.9,16.6
4/8/2020,Electronics and Appliance Stores,443,-4.4,4,12.8
4/15/2020,Electronics and Appliance Stores,443,24.9,35.6,46.6
4/22/2020,Electronics and Appliance Stores,443,9.8,18.5,28.5
4/29/2020,Electronics and Appliance Stores,443,29.9,40.8,53.5
5/6/2020,Electronics and Appliance Stores,443,18.6,28.6,39.4
5/13/2020,Electronics and Appliance Stores,443,21.4,30.7,41.6
5/20/2020,Electronics and Appliance Stores,443,27.3,37.6,50.6
5/27/2020,Electronics and Appliance Stores,443,22.6,33.3,44.2
6/3/2020,Electronics and Appliance Stores,443,20.5,30.8,41.5
6/10/2020,Electronics and Appliance Stores,443,16.7,27.3,38.4
6/17/2020,Electronics and Appliance Stores,443,18.4,28.6,40
6/24/2020,Electronics and Appliance Stores,443,15.6,26.1,36.3
7/1/2020,Electronics and Appliance Stores,443,43.4,56.6,71.3
7/8/2020,Electronics and Appliance Stores,443,6.8,16.2,26.3
7/15/2020,Electronics and Appliance Stores,443,13.7,23.3,34
7/22/2020,Electronics and Appliance Stores,443,15.3,24.5,34.2
7/29/2020,Electronics and Appliance Stores,443,19.5,30.5,40.4
8/5/2020,Electronics and Appliance Stores,443,13.2,22.8,33.4
8/12/2020,Electronics and Appliance Stores,443,20.6,31,41.9
8/19/2020,Electronics and Appliance Stores,443,16.6,26.7,37.1
