date,production,f_production,capacity,f_capacity,new_orders,f_new_orders,unfilled_orders,f_unfilled_orders,shipments_volume,f_shipments_volume,delivery_time,f_delivery_time,inventory,f_inventory,prices_paid,f_prices_paid,prices_received,f_prices_received,wages,f_wages,employment,f_employment,avg_hours_worked,f_avg_hours_worked,capex,f_capex,outlook,f_outlook,biz_climate,f_biz_climate,uncertainty
2020-05-01,-26.5,29.5,-27.0,28.4,-28.6,17.8,-17.4,-3.7,-25.8,15.0,-10.3,-1.8,-8.9,-7.7,2.4,21.9,-19.0,4.8,0.2,13.0,-10.1,-3.3,-22.0,9.2,-34.1,-7.2,-33.7,-9.9,-48.8,-18.4,28.3
2020-06-01,14.5,38.4,8.3,40.5,4.8,33.3,-1.8,8.7,4.4,31.7,-0.5,1.2,-9.8,1.9,12.3,19.4,-4.2,7.7,6.9,21.7,-0.4,18.8,-4.0,5.6,-10.3,10.7,2.8,16.2,-6.3,19.7,9.1
2020-07-01,17.2,37.1,15.8,31.5,9.7,37.9,9.0,2.8,18.7,33.4,3.9,4.9,-9.9,1.0,10.9,22.3,-0.7,10.9,9.3,22.9,4.3,11.7,5.7,10.7,-3.0,12.6,7.2,19.3,-2.3,11.1,20.9
2020-08-01,14.9,43.3,13.3,41.8,13.1,42.3,9.4,8.3,25.3,37.2,7.9,7.5,-17.3,1.0,20.8,22.1,1.7,7.8,15.7,28.3,12.1,28.4,10.2,15.6,0.4,14.4,17.9,29.1,9.3,21.9,8.2
2020-09-01,23.8,48.1,19.1,41.1,18.6,49.3,8.1,16.1,23.5,42.4,10.8,6.7,-1.9,11.0,27.4,33.4,6.0,21.6,16.5,38.2,15.8,24.0,7.0,10.9,3.6,24.9,17.4,33.8,15.5,29.2,6.7
2020-10-01,27.2,47.2,25.6,43.4,23.3,37.9,6.1,4.4,24.1,38.6,5.7,9.4,-1.9,-1.0,31.2,34.4,7.4,24.0,17.1,30.4,9.9,24.7,4.2,8.4,3.2,20.5,20.3,33.5,21.1,29.9,11.0
2020-11-01,8.4,40.7,8.6,36.4,10.1,42.4,9.3,12.3,14.8,38.1,13.4,6.9,-14.7,1.9,36.8,42.2,6.1,21.4,13.8,37.5,12.9,29.1,10.1,15.4,10.1,17.9,13.6,23.9,13.3,26.6,7.2
2020-12-01,26.9,47.6,19.8,42.8,20.5,38.4,9.4,10.2,23.3,42.0,11.5,1.9,-8.1,19.8,51.1,50.0,18.8,32.0,19.6,46.6,20.5,33.7,9.6,15.2,9.4,28.9,18.2,25.2,11.4,18.3,13.4
2021-01-01,5.3,44.2,11.0,44.1,6.6,40.4,5.2,4.1,14.3,41.1,9.8,-0.3,-9.3,4.0,56.0,53.9,14.4,41.2,17.4,49.1,16.9,31.9,12.9,16.8,12.8,26.4,10.7,28.1,7.7,30.0,19.3
2021-02-01,20.9,40.6,17.0,36.6,14.5,32.4,11.8,4.8,16.6,36.4,10.4,5.7,-12.8,11.5,58.4,52.9,23.8,44.9,16.1,52.8,12.4,30.8,11.6,10.8,14.0,23.9,11.3,32.4,18.2,33.9,8.5
2021-03-01,48.6,38.4,46.3,35.4,31.5,45.0,22.5,7.5,33.5,42.6,31.4,3.6,-2.7,11.2,67.2,55.0,33.1,43.9,28.7,42.9,19.0,39.2,23.2,5.0,24.6,26.7,26.5,26.6,29.3,33.9,5.5
2021-04-01,33.8,47.2,33.2,44.6,40.1,42.9,22.1,10.3,33.5,45.1,24.4,3.9,-5.7,24.0,72.6,54.1,40.1,40.2,37.9,50.6,32.0,49.1,24.0,15.5,19.9,29.4,29.4,36.7,38.1,37.2,0.0
2021-05-01,15.3,48.1,20.6,43.1,22.3,44.4,18.1,6.5,19.4,41.1,30.2,7.3,0.0,17.7,81.6,62.1,39.2,48.4,40.1,57.0,23.2,48.5,23.1,5.8,23.7,30.8,22.3,29.1,35.7,31.7,14.7
2021-06-01,28.9,57.3,28.4,57.0,27.8,51.6,21.2,12.2,33.2,60.3,26.8,1.2,-4.9,24.5,82.5,53.6,43.9,53.6,49.0,59.7,23.4,48.9,24.2,20.0,17.0,32.1,26.7,38.1,31.1,38.0,17.6
2021-07-01,30.6,48.7,28.0,39.3,28.8,43.5,20.3,2.8,33.2,47.7,19.8,5.1,-8.7,12.7,75.5,43.8,42.4,38.6,46.8,53.1,24.1,44.4,24.5,13.5,15.4,26.6,21.3,35.2,27.3,37.9,14.6
2021-08-01,20.4,44.9,19.6,37.9,17.0,40.8,22.4,-7.0,16.6,42.6,19.6,0.0,4.2,11.4,76.3,55.7,39.1,39.8,44.2,61.3,22.2,45.4,24.5,13.2,12.4,22.6,10.7,17.4,9.0,16.3,21.1
2021-09-01,23.6,42.1,21.8,30.9,11.0,33.1,14.5,-3.8,20.3,32.8,21.3,10.1,1.1,9.4,81.9,55.3,45.8,44.6,43.7,50.7,26.6,50.4,20.3,18.2,11.1,30.6,-3.6,12.3,4.6,12.0,23.3
2021-10-01,17.6,47.2,17.5,47.5,16.6,38.8,20.3,-0.8,15.4,48.2,25.8,5.8,-11.1,6.7,77.9,48.9,50.9,40.6,45.0,60.7,28.6,35.7,18.4,6.7,15.5,25.5,1.6,13.8,14.4,15.6,29.0
2021-11-01,26.7,52.3,24.0,41.6,21.2,40.9,16.9,-2.4,25.6,42.4,21.7,1.8,3.2,8.2,83.3,56.4,42.5,49.5,48.6,63.0,28.7,36.6,19.6,13.4,10.4,32.4,0.6,16.8,11.5,29.4,27.7
2021-12-01,26.0,41.0,25.4,38.0,19.8,38.5,10.5,-0.6,20.5,29.7,25.9,8.9,-3.3,11.6,67.4,45.5,42.2,44.9,46.5,62.2,31.1,44.2,19.6,6.5,19.3,20.9,7.8,10.1,7.8,14.6,19.2
2022-01-01,16.6,38.0,12.0,37.8,20.0,31.5,13.8,-2.5,8.6,34.7,17.9,5.8,-7.5,2.3,62.1,59.6,37.1,50.6,49.6,54.4,27.7,52.2,21.3,12.5,11.3,19.4,2.2,19.4,2.0,16.5,30.8
2022-02-01,14.5,42.1,11.5,41.8,23.1,39.1,7.7,-0.1,23.5,39.2,21.4,3.6,-5.2,12.7,73.4,51.1,44.6,45.4,44.0,74.3,18.4,45.2,19.0,10.4,16.1,29.9,6.4,18.1,14.0,20.6,17.0
2022-03-01,13.2,40.1,15.1,35.6,10.5,39.6,12.4,4.2,7.0,38.2,23.2,8.5,2.3,7.5,74.0,58.0,47.8,59.2,55.2,64.8,25.5,38.0,15.4,16.1,19.5,35.8,-0.7,10.4,8.7,8.2,20.5
2022-04-01,10.8,34.7,14.3,33.0,12.1,16.2,10.5,4.3,11.8,28.2,21.2,1.5,-3.3,9.1,61.5,51.1,43.5,46.5,50.9,58.5,24.6,38.7,11.3,13.8,19.0,21.8,-5.5,7.6,1.1,1.8,29.8
2022-05-01,18.8,19.9,19.8,22.7,3.2,16.6,4.1,1.6,13.1,20.3,4.3,1.8,9.2,-1.2,61.8,47.5,41.8,38.6,50.5,62.5,20.9,32.3,7.4,9.0,9.2,21.1,-10.0,-4.9,-7.3,-6.5,26.5
2022-06-01,2.3,4.0,3.3,4.6,-7.3,0.8,-8.8,-21.4,1.2,2.5,19.9,-17.7,11.2,-8.5,57.5,33.0,33.8,33.3,49.9,60.3,15.2,15.2,11.8,2.0,5.1,9.7,-20.2,-23.5,-17.7,-26.0,43.7
2022-07-01,3.8,13.6,3.5,13.8,-9.2,3.6,6.1,-6.3,4.3,2.6,2.3,2.4,4.7,-5.1,38.4,20.5,29.3,26.2,38.1,48.3,17.9,29.7,9.5,6.4,4.2,19.0,-10.8,-11.8,-22.6,-17.7,33.7
2022-08-01,1.2,23.9,-0.6,19.0,-4.4,6.7,-1.9,-8.6,3.4,15.4,-3.5,-10.0,1.2,-9.7,34.4,14.7,26.8,21.0,45.8,54.7,15.6,24.5,14.4,-0.5,14.2,16.4,-7.6,-3.0,-12.9,-8.8,24.4
2022-09-01,9.3,28.3,13.4,19.3,-6.4,22.1,-0.1,-6.2,7.1,16.3,0.9,-1.3,3.3,5.0,37.1,22.9,18.1,22.8,36.6,50.9,15.0,28.2,8.0,5.4,13.6,15.4,-10.7,-6.9,-17.2,-22.4,27.2
2022-10-01,6.0,3.1,9.1,3.4,-8.8,-4.5,-0.4,-6.2,-1.6,1.0,1.5,2.3,-12.6,-2.3,32.0,25.8,22.2,26.4,36.7,43.4,17.1,11.7,-0.1,3.0,7.1,9.8,-9.1,-14.1,-19.4,-21.2,38.3
2022-11-01,0.8,8.9,-3.4,14.9,-20.9,4.5,-4.6,-10.9,-7.5,5.3,-2.8,-11.8,2.2,-10.3,22.6,21.8,13.9,16.1,36.5,52.4,5.9,22.9,-1.0,10.3,9.3,7.7,-15.2,-9.2,-14.4,-17.5,20.4
2022-12-01,9.7,10.2,8.5,9.2,-9.2,2.0,-1.1,-12.7,1.9,10.7,-0.9,-2.9,-3.3,-1.2,23.7,20.0,12.5,18.8,35.0,42.2,14.0,19.7,7.2,1.5,-2.1,5.3,-12.8,-2.3,-18.8,-8.3,15.6
