"date","value"
1988-01-01,64.9140701710754
1988-02-01,65.0269835007101
1988-03-01,65.159441170779
1988-04-01,65.367496372136
1988-05-01,65.5146164572324
1988-06-01,65.7608998434973
1988-07-01,66.1030423447077
1988-08-01,66.2743177920355
1988-09-01,66.4336902189265
1988-10-01,66.6988369172016
1988-11-01,66.9428045498417
1988-12-01,67.1342644727782
1989-01-01,67.5079534388532
1989-02-01,67.6954861068068
1989-03-01,67.915248317551
1989-04-01,68.2963090113275
1989-05-01,68.504822154686
1989-06-01,68.8191768148834
1989-07-01,69.1546316912343
1989-08-01,69.1821831512442
1989-09-01,69.5000912575557
1989-10-01,69.899213504118
1989-11-01,70.273166284324
1989-12-01,70.5498350946515
1990-01-01,71.0694130152696
1990-02-01,71.4036381037562
1990-03-01,71.7302415783956
1990-04-01,72.2660175422999
1990-05-01,72.6937684984407
1990-06-01,72.9955486715912
1990-07-01,73.2254582257959
1990-08-01,73.8759413014091
1990-09-01,74.30887237763
1990-10-01,74.713190620434
1990-11-01,74.897121050125
1990-12-01,75.0248006896967
1991-01-01,75.2678012211087
1991-02-01,75.5601107553403
1991-03-01,75.6844484777432
1991-04-01,77.4581790815976
1991-05-01,77.7395162024297
1991-06-01,78.094398545881
1991-07-01,78.3833283140527
1991-08-01,78.6347058499786
1991-09-01,78.6886885728054
1991-10-01,78.921526935662
1991-11-01,79.2382826789822
1991-12-01,79.354037032636
1992-01-01,79.5851706939628
1992-02-01,79.7188635908298
1992-03-01,79.9267246702059
1992-04-01,80.0398984582989
1992-05-01,80.1025051418594
1992-06-01,80.1861927437113
1992-07-01,80.2548006731506
1992-08-01,80.1873931017445
1992-09-01,80.1991689423415
1992-10-01,80.4568441307175
1992-11-01,80.5273723319236
1992-12-01,80.6446384390658
1993-01-01,80.49042672978
1993-02-01,80.7488916652561
1993-03-01,80.9328798467733
1993-04-01,81.0220637389494
1993-05-01,81.1692620382741
1993-06-01,81.1993508668698
1993-07-01,81.4301901653796
1993-08-01,81.4753358519043
1993-09-01,81.7046038015587
1993-10-01,81.6595299955368
1993-11-01,81.5340778546407
1993-12-01,81.6953592067025
1994-01-01,81.8391985570002
1994-02-01,81.9325979347812
1994-03-01,81.972736101158
1994-04-01,82.1860149188151
1994-05-01,82.2235737837932
1994-06-01,82.3111333898697
1994-07-01,82.2722237012313
1994-08-01,82.550731327395
1994-09-01,82.473923742253
1994-10-01,82.5431644283673
1994-11-01,82.7688875867604
1994-12-01,82.9449605670584
1995-01-01,83.2764093631206
1995-02-01,83.4022310109804
1995-03-01,83.6588676920767
1995-04-01,83.7196112356118
1995-05-01,83.9767368401895
1995-06-01,84.1093834292063
1995-07-01,84.3183671052823
1995-08-01,84.4533866963288
1995-09-01,84.6814639534881
1995-10-01,84.6743878092478
1995-11-01,84.7094315134504
1995-12-01,85.1193219581873
1996-01-01,85.2414829646457
1996-02-01,85.409697002222
1996-03-01,85.5562272725986
1996-04-01,85.6931143975164
1996-05-01,85.6994615266893
1996-06-01,85.8271144531093
1996-07-01,85.7537407215864
1996-08-01,85.9351276754232
1996-09-01,86.0342554715993
1996-10-01,86.1302807907199
1996-11-01,86.1913273847118
1996-12-01,86.2485735000867
1997-01-01,86.3678714526259
1997-02-01,86.3043985727889
1997-03-01,86.3555699075792
1997-04-01,86.259360367074
1997-05-01,86.2971957145202
1997-06-01,86.4275598381387
1997-07-01,86.5712852961766
1997-08-01,86.7047900099152
1997-09-01,86.6519458828189
1997-10-01,86.7177245776895
1997-11-01,86.7323386856508
1997-12-01,86.7268384830689
1998-01-01,86.6135598989695
1998-02-01,86.7253960007054
1998-03-01,86.6650725529909
1998-04-01,86.7663235908846
1998-05-01,86.8943060313016
1998-06-01,86.7881527215842
1998-07-01,86.8240853990048
1998-08-01,86.8538783229741
1998-09-01,86.8729124220038
1998-10-01,86.8651921929207
1998-11-01,86.8855950055154
1998-12-01,86.9719368124641
1999-01-01,87.0113858755282
1999-02-01,86.891820577539
1999-03-01,87.1193687713052
1999-04-01,86.9580251695064
1999-05-01,86.9692224030306
1999-06-01,86.8444470603186
1999-07-01,86.817752896395
1999-08-01,86.8326114612171
1999-09-01,86.7417986906913
1999-10-01,86.6489581382373
1999-11-01,86.6531583644851
1999-12-01,86.6856230815931
2000-01-01,86.4102474355787
2000-02-01,86.3938579973983
2000-03-01,86.2761340490903
2000-04-01,86.2987752676297
2000-05-01,86.1245869841046
2000-06-01,86.1984151249238
2000-07-01,86.1922890274943
2000-08-01,85.912489279959
2000-09-01,86.0818251522787
2000-10-01,85.952652228219
2000-11-01,86.0752601528392
2000-12-01,85.9416823215284
2001-01-01,85.5966286553818
2001-02-01,85.6456321356248
2001-03-01,85.6450191003052
2001-04-01,85.5403954418294
2001-05-01,85.7929352395019
2001-06-01,85.8752285309149
2001-07-01,85.4180239575003
2001-08-01,85.4970132055062
2001-09-01,85.4445597091316
2001-10-01,85.2969785405141
2001-11-01,85.0730101503885
2001-12-01,85.0571983384662
2002-01-01,85.1125020486817
2002-02-01,84.9168513320593
2002-03-01,84.8613397772296
2002-04-01,84.7250923844446
2002-05-01,84.5246897292898
2002-06-01,84.3279270303457
2002-07-01,84.387957657059
2002-08-01,84.1777406613043
2002-09-01,84.2548001983364
2002-10-01,84.1756554241854
2002-11-01,84.1967984561205
2002-12-01,84.0585687478606
2003-01-01,84.0420105423019
2003-02-01,84.1155324596972
2003-03-01,84.0926405979397
2003-04-01,84.0064217453984
2003-05-01,83.9059867405921
2003-06-01,83.7742710738461
2003-07-01,83.8753115426285
